DOI
DOI:10.1016/j.apenergy.2020.116123
DOI:10.1016/j.apenergy.2020.116131
DOI:10.1016/j.apenergy.2021.116441
DOI:10.1016/j.apenergy.2021.116653
DOI:10.1016/j.apenergy.2021.116940
DOI:10.1016/j.apenergy.2021.117159
DOI:10.1016/j.apenergy.2021.117226
DOI:10.1016/j.apenergy.2021.117310
DOI:10.1016/j.apenergy.2021.117353
DOI:10.1016/j.apenergy.2021.118053
DOI:10.1016/j.apenergy.2021.118128
DOI:10.1016/j.applthermaleng.2021.116666
DOI:10.1016/j.buildenv.2018.12.045
DOI:10.1016/j.buildenv.2019.106603
DOI:10.1016/j.cie.2020.106425
DOI:10.1016/j.cie.2021.107218
DOI:10.1016/j.cities.2019.102486
DOI:10.1016/j.clema.2021.100020
DOI:10.1016/j.comnet.2012.11.002
DOI:10.1016/j.comnet.2021.108433
DOI:10.1016/j.cosrev.2021.100362
DOI:10.1016/j.ecolecon.2019.106529
DOI:10.1016/j.ecolecon.2020.106907
DOI:10.1016/j.ecolind.2020.107234
DOI:10.1016/j.egyai.2020.100013
DOI:10.1016/j.egycc.2021.100035
DOI:10.1016/j.egypro.2018.07.026
DOI:10.1016/j.eist.2021.01.003
DOI:10.1016/j.eist.2021.10.005
DOI:10.1016/j.enbuild.2014.09.077
DOI:10.1016/j.enbuild.2014.11.045
DOI:10.1016/j.enbuild.2015.01.037
DOI:10.1016/j.enbuild.2015.03.052
DOI:10.1016/j.enbuild.2015.06.080
DOI:10.1016/j.enbuild.2016.06.041
DOI:10.1016/j.enbuild.2017.03.064
DOI:10.1016/j.enbuild.2017.08.044
DOI:10.1016/j.enbuild.2017.10.053
DOI:10.1016/j.enbuild.2018.04.067
DOI:10.1016/j.enbuild.2018.08.026
DOI:10.1016/j.enbuild.2018.11.016
DOI:10.1016/j.enbuild.2019.06.021
DOI:10.1016/j.enbuild.2019.109342
DOI:10.1016/j.enbuild.2019.109670
DOI:10.1016/j.enbuild.2019.109688
DOI:10.1016/j.enbuild.2020.109823
DOI:10.1016/j.enbuild.2020.109841
DOI:10.1016/j.enbuild.2020.110027
DOI:10.1016/j.enbuild.2020.110101
DOI:10.1016/j.enbuild.2020.110102
DOI:10.1016/j.enbuild.2020.110224
DOI:10.1016/j.enbuild.2020.110298
DOI:10.1016/j.enbuild.2020.110404
DOI:10.1016/j.enbuild.2020.110674
DOI:10.1016/j.enbuild.2021.111094
DOI:10.1016/j.enbuild.2021.111253
DOI:10.1016/j.enbuild.2021.111288
DOI:10.1016/j.enbuild.2021.111376
DOI:10.1016/j.enbuild.2021.111572
DOI:10.1016/j.enconman.2021.114928
DOI:10.1016/j.eneco.2018.03.008
DOI:10.1016/j.eneco.2019.104511
DOI:10.1016/j.energy.2011.04.003
DOI:10.1016/j.energy.2013.03.025
DOI:10.1016/j.energy.2013.03.086
DOI:10.1016/j.energy.2016.06.123
DOI:10.1016/j.energy.2018.12.180
DOI:10.1016/j.energy.2019.116104
DOI:10.1016/j.energy.2019.116838
DOI:10.1016/j.energy.2020.116993
DOI:10.1016/j.energy.2020.118267
DOI:10.1016/j.energy.2021.120158
DOI:10.1016/j.energy.2021.120517
DOI:10.1016/j.energy.2021.121490
DOI:10.1016/j.energy.2021.122774
DOI:10.1016/j.engappai.2014.06.015
DOI:10.1016/j.enpol.2008.09.019
DOI:10.1016/j.enpol.2008.09.039
DOI:10.1016/j.enpol.2008.12.023
DOI:10.1016/j.enpol.2010.01.018
DOI:10.1016/j.enpol.2010.02.055
DOI:10.1016/j.enpol.2010.10.052
DOI:10.1016/j.enpol.2012.03.027
DOI:10.1016/j.enpol.2013.01.024
DOI:10.1016/j.enpol.2013.05.098
DOI:10.1016/j.enpol.2013.05.107
DOI:10.1016/j.enpol.2013.09.041
DOI:10.1016/j.enpol.2013.10.084
DOI:10.1016/j.enpol.2014.12.008
DOI:10.1016/j.enpol.2016.06.002
DOI:10.1016/j.enpol.2016.09.016
DOI:10.1016/j.enpol.2017.02.050
DOI:10.1016/j.enpol.2018.03.059
DOI:10.1016/j.enpol.2018.06.033
DOI:10.1016/j.enpol.2018.07.013
DOI:10.1016/j.enpol.2018.08.002
DOI:10.1016/j.enpol.2018.11.018
DOI:10.1016/j.enpol.2018.11.026
DOI:10.1016/j.enpol.2019.01.055
DOI:10.1016/j.enpol.2019.02.033
DOI:10.1016/j.enpol.2019.06.041
DOI:10.1016/j.enpol.2019.110889
DOI:10.1016/j.enpol.2020.111323
DOI:10.1016/j.enpol.2020.111571
DOI:10.1016/j.enpol.2020.111610
DOI:10.1016/j.enpol.2020.111631
DOI:10.1016/j.enpol.2020.111657
DOI:10.1016/j.enpol.2020.111858
DOI:10.1016/j.enpol.2020.112006
DOI:10.1016/j.enpol.2020.112122
DOI:10.1016/j.enpol.2021.112196
DOI:10.1016/j.enpol.2021.112265
DOI:10.1016/j.enpol.2021.112322
DOI:10.1016/j.enpol.2021.112451
DOI:10.1016/j.enpol.2021.112533
DOI:10.1016/j.enpol.2021.112576
DOI:10.1016/j.envsoft.2013.12.019
DOI:10.1016/j.epsr.2014.07.012
DOI:10.1016/j.epsr.2017.02.003
DOI:10.1016/j.epsr.2020.106923
DOI:10.1016/j.erss.2014.04.005
DOI:10.1016/j.erss.2014.07.007
DOI:10.1016/j.erss.2017.02.008
DOI:10.1016/j.erss.2017.03.012
DOI:10.1016/j.erss.2019.02.011
DOI:10.1016/j.erss.2019.03.015
DOI:10.1016/j.erss.2019.04.019
DOI:10.1016/j.erss.2019.101238
DOI:10.1016/j.erss.2019.101398
DOI:10.1016/j.erss.2020.101475
DOI:10.1016/j.erss.2020.101555
DOI:10.1016/j.erss.2020.101589
DOI:10.1016/j.erss.2020.101688
DOI:10.1016/j.erss.2020.101701
DOI:10.1016/j.erss.2020.101821
DOI:10.1016/j.erss.2020.101881
DOI:10.1016/j.erss.2020.101892
DOI:10.1016/j.erss.2021.102127
DOI:10.1016/j.erss.2021.102211
DOI:10.1016/j.erss.2021.102288
DOI:10.1016/j.erss.2021.102320
DOI:10.1016/j.erss.2021.102355
DOI:10.1016/j.erss.2021.102411
DOI:10.1016/j.erss.2021.102413
DOI:10.1016/j.esd.2021.08.001
DOI:10.1016/j.esr.2018.04.004
DOI:10.1016/j.esr.2021.100764
DOI:10.1016/j.est.2018.06.008
DOI:10.1016/j.est.2021.102520
DOI:10.1016/j.est.2021.102877
DOI:10.1016/j.foar.2020.10.001
DOI:10.1016/j.future.2018.04.003
DOI:10.1016/j.futures.2014.01.001
DOI:10.1016/j.gloenvcha.2020.102185
DOI:10.1016/j.ijepes.2018.12.002
DOI:10.1016/j.ijepes.2019.02.016
DOI:10.1016/j.ijepes.2020.106403
DOI:10.1016/j.ijinfomgt.2021.102456
DOI:10.1016/j.inffus.2020.07.003
DOI:10.1016/j.jclepro.2012.12.015
DOI:10.1016/j.jclepro.2013.05.018
DOI:10.1016/j.jclepro.2016.02.009
DOI:10.1016/j.jclepro.2016.09.154
DOI:10.1016/j.jclepro.2018.01.232
DOI:10.1016/j.jclepro.2019.01.046
DOI:10.1016/j.jclepro.2020.121059
DOI:10.1016/j.jclepro.2020.121471
DOI:10.1016/j.jclepro.2020.121585
DOI:10.1016/j.jclepro.2020.122877
DOI:10.1016/j.jclepro.2021.125834
DOI:10.1016/j.jclepro.2021.127003
DOI:10.1016/j.jclepro.2021.127273
DOI:10.1016/j.jclepro.2021.127560
DOI:10.1016/j.jclepro.2021.127845
DOI:10.1016/j.jclepro.2021.128993
DOI:10.1016/j.jclepro.2021.129254
DOI:10.1016/j.jebo.2014.03.011
DOI:10.1016/j.jeem.2020.102323
DOI:10.1016/j.jeem.2020.102402
DOI:10.1016/j.jenvp.2019.03.004
DOI:10.1016/j.jenvp.2019.04.007
DOI:10.1016/j.jenvp.2020.101459
DOI:10.1016/j.jestch.2018.05.002
DOI:10.1016/j.jneumeth.2021.109073
DOI:10.1016/j.jobe.2016.03.001
DOI:10.1016/j.jobe.2021.103161
DOI:10.1016/j.jobe.2021.103461
DOI:10.1016/j.joule.2018.01.003
DOI:10.1016/j.jup.2015.06.011
DOI:10.1016/j.pmedr.2021.101545
DOI:10.1016/j.procir.2020.05.111
DOI:10.1016/j.procs.2013.01.046
DOI:10.1016/j.procs.2015.05.141
DOI:10.1016/j.procs.2021.08.192
DOI:10.1016/j.promfg.2018.10.157
DOI:10.1016/j.ref.2021.05.004
DOI:10.1016/j.renene.2013.11.020
DOI:10.1016/j.renene.2021.01.059
DOI:10.1016/j.renene.2021.07.056
DOI:10.1016/j.resconrec.2020.105123
DOI:10.1016/j.reseneeco.2021.101275
DOI:10.1016/j.rser.2014.02.027
DOI:10.1016/j.rser.2015.10.036
DOI:10.1016/j.rser.2015.10.117
DOI:10.1016/j.rser.2015.11.080
DOI:10.1016/j.rser.2015.12.014
DOI:10.1016/j.rser.2015.12.282
DOI:10.1016/j.rser.2016.11.044
DOI:10.1016/j.rser.2016.11.100
DOI:10.1016/j.rser.2017.05.118
DOI:10.1016/j.rser.2017.06.093
DOI:10.1016/j.rser.2017.10.103
DOI:10.1016/j.rser.2018.06.063
DOI:10.1016/j.rser.2018.09.045
DOI:10.1016/j.rser.2018.12.004
DOI:10.1016/j.rser.2019.01.004
DOI:10.1016/j.rser.2019.04.033
DOI:10.1016/j.rser.2019.05.038
DOI:10.1016/j.rser.2019.109301
DOI:10.1016/j.rser.2019.109663
DOI:10.1016/j.rser.2020.109798
DOI:10.1016/j.rser.2020.109840
DOI:10.1016/j.rser.2020.109861
DOI:10.1016/j.rser.2020.110187
DOI:10.1016/j.rser.2020.110275
DOI:10.1016/j.rser.2020.110295
DOI:10.1016/j.rser.2020.110567
DOI:10.1016/j.rser.2021.110847
DOI:10.1016/j.rser.2021.110915
DOI:10.1016/j.rser.2021.111066
DOI:10.1016/j.rser.2021.111210
DOI:10.1016/j.rser.2021.111259
DOI:10.1016/j.rser.2021.111290
DOI:10.1016/j.rser.2021.111300
DOI:10.1016/j.scitotenv.2021.148539
DOI:10.1016/j.scitotenv.2021.150129
DOI:10.1016/j.scs.2013.11.001
DOI:10.1016/j.scs.2014.12.003
DOI:10.1016/j.scs.2017.03.018
DOI:10.1016/j.scs.2018.05.053
DOI:10.1016/j.scs.2018.06.025
DOI:10.1016/j.scs.2020.102150
DOI:10.1016/j.scs.2020.102491
DOI:10.1016/j.scs.2021.103126
DOI:10.1016/j.scs.2021.103262
DOI:10.1016/j.scs.2021.103316
DOI:10.1016/j.scs.2021.103517
DOI:10.1016/j.scs.2021.103560
DOI:10.1016/j.segan.2018.07.009
DOI:10.1016/j.segan.2019.100210
DOI:10.1016/j.seta.2019.07.006
DOI:10.1016/j.seta.2020.100798
DOI:10.1016/j.seta.2021.101235
DOI:10.1016/j.seta.2021.101370
DOI:10.1016/j.socscimed.2015.02.005
DOI:10.1016/j.spc.2021.05.010
DOI:10.1016/j.suscom.2019.100369
DOI:10.1016/j.tbs.2020.12.001
DOI:10.1016/j.techfore.2018.01.005
DOI:10.1016/j.techfore.2019.119729
DOI:10.1016/j.techfore.2019.119780
DOI:10.1016/j.tej.2011.01.017
DOI:10.1016/j.tej.2018.06.003
DOI:10.1016/j.tele.2020.101375
DOI:10.1016/j.tele.2020.101459
DOI:10.1016/j.trd.2020.102481
DOI:10.1016/j.trpro.2017.07.021
DOI:10.1016/j.wasman.2018.09.047
DOI:10.1016/S0360-5442(99)00040-7
DOI:10.1016/S1007-0214(08)70182-2
