,@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:volume,prism:coverDate,prism:startingPage,prism:doi,openaccess,pii,authors,prism:endingPage
16,true,2013-03-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1574119213000370'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1574119213000370?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.pmcj.2013.02.002,https://api.elsevier.com/content/article/pii/S1574119213000370,An efficient and inexpensive method for activity recognition within a smart home based on load signatures of appliances,Corinne Belley,Pervasive and Mobile Computing,12,2014-06-30,58,10.1016/j.pmcj.2013.02.002,False,S1574119213000370,"{'author': [{'$': 'Corinne Belley'}, {'$': 'Sebastien Gaboury'}, {'$': 'Abdenour Bouzouane'}]}",78
17,true,2021-04-10T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0957178721000461'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0957178721000461?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jup.2021.101212,https://api.elsevier.com/content/article/pii/S0957178721000461,A smart meter data-driven distribution utility rate model for networks with prosumers,Athindra Venkatraman,Utilities Policy,70,2021-06-30,101212,10.1016/j.jup.2021.101212,False,S0957178721000461,"{'author': [{'$': 'Athindra Venkatraman'}, {'$': 'Anupam A. Thatte'}, {'$': 'Le Xie'}]}",
18,true,2021-04-04T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0142061521002672'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0142061521002672?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijepes.2021.107027,https://api.elsevier.com/content/article/pii/S0142061521002672,Collaborative optimization of distribution network and 5G mobile network with renewable energy sources in smart grid,Jianpei Han,International Journal of Electrical Power & Energy Systems,130,2021-09-30,107027,10.1016/j.ijepes.2021.107027,False,S0142061521002672,"{'author': [{'$': 'Jianpei Han'}, {'$': 'Nian Liu'}, {'$': 'Zhenyu Zhou'}]}",
19,true,2021-03-07T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1364032121002021'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1364032121002021?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.rser.2021.110909,https://api.elsevier.com/content/article/pii/S1364032121002021,"Restoration of smart grids: Current status, challenges, and opportunities",Dongming Fan,Renewable and Sustainable Energy Reviews,143,2021-06-30,110909,10.1016/j.rser.2021.110909,False,S1364032121002021,"{'author': [{'$': 'Dongming Fan'}, {'$': 'Yi Ren'}, {'$': 'Jing Lin'}]}",
20,true,2018-11-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0957178718301371'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0957178718301371?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jup.2018.11.002,https://api.elsevier.com/content/article/pii/S0957178718301371,Enhancing the communication potential of smart metering for energy and water,Aleksandra Michalec,Utilities Policy,56,2019-02-28,33,10.1016/j.jup.2018.11.002,False,S0957178718301371,"{'author': [{'$': 'Aleksandra Michalec'}, {'$': 'Enda Hayes'}, {'$': 'David Tudgey'}]}",40
21,true,2020-09-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780128168165000279'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780128168165000279?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-816816-5.00027-9,https://api.elsevier.com/content/article/pii/B9780128168165000279,27: Future of connected autonomous vehicles in smart cities,Hossam Gaber,Solving Urban Infrastructure Problems Using Smart City Technologies,,2021-12-31,599,10.1016/B978-0-12-816816-5.00027-9,False,B9780128168165000279,"{'author': [{'$': 'Hossam Gaber'}, {'$': 'Ahmed M. Othman'}, {'$': 'Abul Hasan Fahad'}]}",611
22,true,2018-09-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0306261918312091'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0306261918312091?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.apenergy.2018.08.053,https://api.elsevier.com/content/article/pii/S0306261918312091,Energy Justice and Smart Grid Systems: Evidence from the Netherlands and the United Kingdom,Christine Milchram,Applied Energy,229,2018-11-01,1244,10.1016/j.apenergy.2018.08.053,True,S0306261918312091,"{'author': [{'$': 'Christine Milchram'}, {'$': 'Rafaela Hillerbrand'}, {'$': 'Rolf Künneke'}]}",1259
23,true,2011-12-06T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1877705811017851'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1877705811017851?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.proeng.2011.08.284,https://api.elsevier.com/content/article/pii/S1877705811017851,Smart Home System Based on IPV6 and ZIGBEE Technology,Zhenyu Zou,Procedia Engineering,15,2011-12-31,1529,10.1016/j.proeng.2011.08.284,True,S1877705811017851,"{'author': [{'$': 'Zhenyu Zou'}, {'$': 'Ke-Jun Li'}, {'$': 'Shaofeng Wu'}]}",1533
24,true,2021-04-02T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0360319921007485'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0360319921007485?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijhydene.2021.02.174,https://api.elsevier.com/content/article/pii/S0360319921007485,Energy management of a smart autonomous electrical grid with a hydrogen storage system,Heydar Chamandoust,International Journal of Hydrogen Energy,46,2021-05-17,17608,10.1016/j.ijhydene.2021.02.174,False,S0360319921007485,"{'author': [{'$': 'Heydar Chamandoust'}, {'$': 'Abozar Hashemi'}, {'$': 'Salah Bahramara'}]}",17626
0,true,2015-09-29T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0196890415008523'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0196890415008523?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enconman.2015.09.017,https://api.elsevier.com/content/article/pii/S0196890415008523,Optimal joint scheduling of electrical and thermal appliances in a smart home environment,Elham Shirazi,Energy Conversion and Management,106,2015-12-31,181,10.1016/j.enconman.2015.09.017,False,S0196890415008523,"{'author': [{'$': 'Elham Shirazi'}, {'$': 'Alireza Zakariazadeh'}, {'$': 'Shahram Jadid'}]}",193
1,true,2021-04-02T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0360319921007485'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0360319921007485?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijhydene.2021.02.174,https://api.elsevier.com/content/article/pii/S0360319921007485,Energy management of a smart autonomous electrical grid with a hydrogen storage system,Heydar Chamandoust,International Journal of Hydrogen Energy,46,2021-05-17,17608,10.1016/j.ijhydene.2021.02.174,False,S0360319921007485,"{'author': [{'$': 'Heydar Chamandoust'}, {'$': 'Abozar Hashemi'}, {'$': 'Salah Bahramara'}]}",17626
2,true,2019-08-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0960148119312790'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0960148119312790?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.renene.2019.08.092,https://api.elsevier.com/content/article/pii/S0960148119312790,A survey on smart grid technologies and applications,G. Dileep,Renewable Energy,146,2020-02-29,2589,10.1016/j.renene.2019.08.092,False,S0960148119312790,{'author': 'G. Dileep'},2625
3,true,2016-12-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2405896316327264'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2405896316327264?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ifacol.2016.12.088,https://api.elsevier.com/content/article/pii/S2405896316327264,Development of Software Tool for Operational and Technical Functions Control in the Smart Home with KNX technology,Jan Vanus,IFAC-PapersOnLine,49,2016-12-31,431,10.1016/j.ifacol.2016.12.088,False,S2405896316327264,"{'author': [{'$': 'Jan Vanus'}, {'$': 'Jana Belesova'}, {'$': 'Ludvik Koval'}]}",436
4,true,2018-09-27T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0360319918328076'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0360319918328076?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijhydene.2018.09.001,https://api.elsevier.com/content/article/pii/S0360319918328076,Design and implementation of an intelligent home energy management system: A realistic autonomous hybrid system using energy storage,Ben Slama Sami,International Journal of Hydrogen Energy,43,2018-10-18,19352,10.1016/j.ijhydene.2018.09.001,False,S0360319918328076,"{'author': [{'$': 'Ben Slama Sami'}, {'$': 'Nasri Sihem'}, {'$': 'Zafar Bassam'}]}",19365
5,true,2020-08-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0927024820303391'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0927024820303391?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.solmat.2020.110740,https://api.elsevier.com/content/article/pii/S0927024820303391,An extensible and tunable full-opaque cascade smart electrochromic device,Yingchun He,Solar Energy Materials and Solar Cells,218,2020-12-31,110740,10.1016/j.solmat.2020.110740,False,S0927024820303391,"{'author': [{'$': 'Yingchun He'}, {'$': 'Timothy W. Jones'}, {'$': 'Xungang Diao'}]}",
6,true,2021-11-12T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2405896321019790'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2405896321019790?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ifacol.2021.10.541,https://api.elsevier.com/content/article/pii/S2405896321019790,Review of Telecare in Smart Age-Friendly Cities,Simon Colnar,IFAC-PapersOnLine,54,2021-12-31,744,10.1016/j.ifacol.2021.10.541,False,S2405896321019790,"{'author': [{'$': 'Simon Colnar'}, {'$': 'Vlado Dimovski'}, {'$': 'David Bogataj'}]}",749
7,true,2021-06-26T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0016718521001779'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0016718521001779?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.geoforum.2021.06.010,https://api.elsevier.com/content/article/pii/S0016718521001779,Smart cities and behavioural change: (Un)sustainable mobilities in the neo-liberal city,Stewart Barr,Geoforum,125,2021-10-31,140,10.1016/j.geoforum.2021.06.010,False,S0016718521001779,"{'author': [{'$': 'Stewart Barr'}, {'$': 'Sal Lampkin'}, {'$': 'Daniel Williamson'}]}",149
8,true,2020-01-06T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0142061518333738'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0142061518333738?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijepes.2019.105815,https://api.elsevier.com/content/article/pii/S0142061518333738,Home energy management system based on task classification and the resident’s requirements,Amir Samadi,International Journal of Electrical Power & Energy Systems,118,2020-06-30,105815,10.1016/j.ijepes.2019.105815,False,S0142061518333738,"{'author': [{'$': 'Amir Samadi'}, {'$': 'Hossein Saidi'}, {'$': 'Mehdi Mahdavi'}]}",
9,true,2014-09-11T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2212671614000808'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2212671614000808?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.aasri.2014.08.013,https://api.elsevier.com/content/article/pii/S2212671614000808,Hardware Design of Smart Home System based on zigBee Wireless Sensor Network,Zhen-ya Liu,AASRI Procedia,8,2014-12-31,75,10.1016/j.aasri.2014.08.013,True,S2212671614000808,{'author': 'Zhen-ya Liu'},81
10,true,2020-02-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0268401219309247'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0268401219309247?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijinfomgt.2020.102091,https://api.elsevier.com/content/article/pii/S0268401219309247,Fulfillment of higher-order psychological needs through technology: The case of smart thermostats,Stanislav Mamonov,International Journal of Information Management,52,2020-06-30,102091,10.1016/j.ijinfomgt.2020.102091,False,S0268401219309247,"{'author': [{'$': 'Stanislav Mamonov'}, {'$': 'Marios Koufaris'}]}",
11,true,2020-12-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2214785320386089'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2214785320386089?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.matpr.2020.11.028,https://api.elsevier.com/content/article/pii/S2214785320386089,Smart jacket for health monitoring using LabVIEW,Bharath KumarK. K.,Materials Today: Proceedings,,2020-12-25,,10.1016/j.matpr.2020.11.028,False,S2214785320386089,"{'author': [{'$': 'Bharath KumarK. K.'}, {'$': 'Sudha Mani Ch.'}, {'$': 'Sireesha Pendem'}]}",
12,true,2021-10-12T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2210670721007186'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2210670721007186?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.scs.2021.103445,https://api.elsevier.com/content/article/pii/S2210670721007186,An overview of machine learning applications for smart buildings,Kari Alanne,Sustainable Cities and Society,76,2022-01-31,103445,10.1016/j.scs.2021.103445,True,S2210670721007186,"{'author': [{'$': 'Kari Alanne'}, {'$': 'Seppo Sierla'}]}",
13,true,2019-06-05T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2214629618311101'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2214629618311101?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.erss.2019.05.003,https://api.elsevier.com/content/article/pii/S2214629618311101,"The social dimensions of smart meters in the United States: Demographics, privacy, and technology readiness",Jay D. Hmielowski,Energy Research & Social Science,55,2019-09-30,189,10.1016/j.erss.2019.05.003,False,S2214629618311101,"{'author': [{'$': 'Jay D. Hmielowski'}, {'$': 'Amanda D. Boyd'}, {'$': 'Jinho Joo'}]}",197
14,true,2019-11-06T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0268401219313982'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0268401219313982?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijinfomgt.2019.10.012,https://api.elsevier.com/content/article/pii/S0268401219313982,Smart offices: A productivity and well-being perspective,Savvas Papagiannidis,International Journal of Information Management,51,2020-04-30,102027,10.1016/j.ijinfomgt.2019.10.012,False,S0268401219313982,"{'author': [{'$': 'Savvas Papagiannidis'}, {'$': 'Davit Marikyan'}]}",
15,true,2020-12-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2666546820300434'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2666546820300434?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egyai.2020.100043,https://api.elsevier.com/content/article/pii/S2666546820300434,Deep reinforcement learning for home energy management system control,Paulo Lissa,Energy and AI,3,2021-03-31,100043,10.1016/j.egyai.2020.100043,True,S2666546820300434,"{'author': [{'$': 'Paulo Lissa'}, {'$': 'Conor Deane'}, {'$': 'Enda Barrett'}]}",
16,true,2018-11-27T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1876610218310154'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1876610218310154?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egypro.2018.11.061,https://api.elsevier.com/content/article/pii/S1876610218310154,Prognosis-Based Operating Strategies for Smart Homes with Power-to-Heat Applications,Georg Angenendt,Energy Procedia,155,2018-11-30,136,10.1016/j.egypro.2018.11.061,True,S1876610218310154,"{'author': [{'$': 'Georg Angenendt'}, {'$': 'Sebastian Zurmühlen'}, {'$': 'Dirk Uwe Sauer'}]}",148
17,true,2019-05-20T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2352467718303187'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2352467718303187?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.segan.2019.100226,https://api.elsevier.com/content/article/pii/S2352467718303187,"Integrating renewable energy in smart grid system: Architecture, virtualization and analysis",Imane Worighi,"Sustainable Energy, Grids and Networks",18,2019-06-30,100226,10.1016/j.segan.2019.100226,False,S2352467718303187,"{'author': [{'$': 'Imane Worighi'}, {'$': 'Abdelilah Maach'}, {'$': 'Joeri Van Mierlo'}]}",
18,true,2021-05-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2210670721003255'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2210670721003255?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.scs.2021.103041,https://api.elsevier.com/content/article/pii/S2210670721003255,IoTBoT-IDS: A novel statistical learning-enabled botnet detection framework for protecting networks of smart cities,Javed Ashraf,Sustainable Cities and Society,72,2021-09-30,103041,10.1016/j.scs.2021.103041,False,S2210670721003255,"{'author': [{'$': 'Javed Ashraf'}, {'$': 'Marwa Keshk'}, {'$': 'Reham R. Mostafa'}]}",
19,true,2021-06-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0378778821004850'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0378778821004850?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enbuild.2021.111201,https://api.elsevier.com/content/article/pii/S0378778821004850,Development and evaluation of data-driven controls for residential smart thermostats,Brent Huchuk,Energy and Buildings,249,2021-10-15,111201,10.1016/j.enbuild.2021.111201,False,S0378778821004850,"{'author': [{'$': 'Brent Huchuk'}, {'$': 'Scott Sanner'}, {'$': 'William O’Brien'}]}",
20,true,2018-10-22T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2214629618300999'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2214629618300999?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.erss.2018.10.003,https://api.elsevier.com/content/article/pii/S2214629618300999,Watt rules? Assessing decision-making practices on smart energy systems in Dutch city districts,Imke Lammers,Energy Research & Social Science,47,2019-01-31,233,10.1016/j.erss.2018.10.003,True,S2214629618300999,"{'author': [{'$': 'Imke Lammers'}, {'$': 'Thomas Hoppe'}]}",246
21,true,2020-06-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2352710219312719'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2352710219312719?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jobe.2020.101603,https://api.elsevier.com/content/article/pii/S2352710219312719,A multi-objective home energy management system based on internet of things and optimization algorithms,Xiuwang Wang,Journal of Building Engineering,33,2021-01-31,101603,10.1016/j.jobe.2020.101603,False,S2352710219312719,"{'author': [{'$': 'Xiuwang Wang'}, {'$': 'Xinna Mao'}, {'$': 'Hossein Khodaei'}]}",
22,true,2020-08-31T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2352710220333726'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2352710220333726?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jobe.2020.101739,https://api.elsevier.com/content/article/pii/S2352710220333726,Energy-efficient heating control for smart buildings with deep reinforcement learning,Anchal Gupta,Journal of Building Engineering,34,2021-02-28,101739,10.1016/j.jobe.2020.101739,False,S2352710220333726,"{'author': [{'$': 'Anchal Gupta'}, {'$': 'Youakim Badr'}, {'$': 'Robin G. Qiu'}]}",
23,true,2016-04-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1474667015373572'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1474667015373572?dgcid=api_sd_search-api-endpoint'}]",DOI:10.3182/20130925-3-CZ-3023.00057,https://api.elsevier.com/content/article/pii/S1474667015373572,Vision of Smart Home Point Solution as Sustainable Intelligent House Concept,Miroslav Behan,IFAC Proceedings Volumes,46,2013-12-31,383,10.3182/20130925-3-CZ-3023.00057,False,S1474667015373572,"{'author': [{'$': 'Miroslav Behan'}, {'$': 'Ondrej Krejcar'}]}",387
24,true,2021-03-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1877050921004713'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1877050921004713?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.procs.2021.02.007,https://api.elsevier.com/content/article/pii/S1877050921004713,5G-Wireless Sensor Networks for Smart Grid-Accelerating technology’s progress and innovation in the Kingdom of Saudi Arabia,Charles Rajesh Kumar J.,Procedia Computer Science,182,2021-12-31,46,10.1016/j.procs.2021.02.007,True,S1877050921004713,"{'author': [{'$': 'Charles Rajesh Kumar J.'}, {'$': 'Ahmed Almasarani'}, {'$': 'M. A. Majid'}]}",55
0,true,2019-05-03T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S030626191930710X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S030626191930710X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.apenergy.2019.04.063,https://api.elsevier.com/content/article/pii/S030626191930710X,Cloud forecasting system for monitoring and alerting of energy use by home appliances,Jui-Sheng Chou,Applied Energy,249,2019-09-01,166,10.1016/j.apenergy.2019.04.063,False,S030626191930710X,"{'author': [{'$': 'Jui-Sheng Chou'}, {'$': 'Ngoc-Son Truong'}]}",177
1,true,2019-10-11T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1040619019302775'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1040619019302775?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.tej.2019.106672,https://api.elsevier.com/content/article/pii/S1040619019302775,Modelling and management of smart microgrid for rural electrification in sub-saharan Africa: The case of Nigeria,Eunice C. Nnaji,The Electricity Journal,32,2019-12-31,106672,10.1016/j.tej.2019.106672,False,S1040619019302775,"{'author': [{'$': 'Eunice C. Nnaji'}, {'$': 'Donald Adgidzi'}, {'$': 'Zhongjie Huan'}]}",
2,true,2021-06-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0048969721036111'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0048969721036111?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.scitotenv.2021.148539,https://api.elsevier.com/content/article/pii/S0048969721036111,Digitalization to achieve sustainable development goals: Steps towards a Smart Green Planet,Maria E. Mondejar,Science of The Total Environment,794,2021-11-10,148539,10.1016/j.scitotenv.2021.148539,True,S0048969721036111,"{'author': [{'$': 'Maria E. Mondejar'}, {'$': 'Ram Avtar'}, {'$': 'Sergi Garcia-Segura'}]}",
3,true,2021-06-24T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S221478532104623X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S221478532104623X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.matpr.2021.06.243,https://api.elsevier.com/content/article/pii/S221478532104623X,Developing smart devices with automated Machine learning Approach: A review,Sunil A. Patel,Materials Today: Proceedings,,2021-06-24,,10.1016/j.matpr.2021.06.243,False,S221478532104623X,"{'author': [{'$': 'Sunil A. Patel'}, {'$': 'Sanjay P. Patel'}, {'$': 'Mukesh Soni'}]}",
4,true,2016-11-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0167739X1630615X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0167739X1630615X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.future.2016.11.012,https://api.elsevier.com/content/article/pii/S0167739X1630615X,Ontology-based data semantic management and application in IoT- and cloud-enabled smart homes,Ming Tao,Future Generation Computer Systems,76,2017-11-30,528,10.1016/j.future.2016.11.012,False,S0167739X1630615X,"{'author': [{'$': 'Ming Tao'}, {'$': 'Kaoru Ota'}, {'$': 'Mianxiong Dong'}]}",539
