,@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:volume,prism:coverDate,prism:startingPage,prism:doi,openaccess,pii,authors,prism:endingPage
6,true,2018-02-28T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780128095973005253'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780128095973005253?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-809597-3.00525-3,https://api.elsevier.com/content/article/pii/B9780128095973005253,5.11 Smart Energy Management,Kaile Zhou,Comprehensive Energy Systems,5,2018-12-31,423,10.1016/B978-0-12-809597-3.00525-3,False,B9780128095973005253,"{'author': [{'$': 'Kaile Zhou'}, {'$': 'Shanlin Yang'}]}",456
7,true,2020-09-15T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2352146520305500'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2352146520305500?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.trpro.2020.08.133,https://api.elsevier.com/content/article/pii/S2352146520305500,Designing an integrated smart parking application,Tayo Fabusuyi,Transportation Research Procedia,48,2020-12-31,1060,10.1016/j.trpro.2020.08.133,True,S2352146520305500,"{'author': [{'$': 'Tayo Fabusuyi'}, {'$': 'Victoria Hill'}]}",1071
8,true,2014-05-08T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0306261914003535'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0306261914003535?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.apenergy.2014.04.010,https://api.elsevier.com/content/article/pii/S0306261914003535,"Economic impacts of small-scale own generating and storage units, and electric vehicles under different demand response strategies for smart households",Ozan Erdinc,Applied Energy,126,2014-08-01,142,10.1016/j.apenergy.2014.04.010,False,S0306261914003535,{'author': 'Ozan Erdinc'},150
9,true,2020-01-07T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2210670719335498'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2210670719335498?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.scs.2019.102008,https://api.elsevier.com/content/article/pii/S2210670719335498,Are smart cities more ecologically efficient? Evidence from China,Tingting Yao,Sustainable Cities and Society,60,2020-09-30,102008,10.1016/j.scs.2019.102008,False,S2210670719335498,"{'author': [{'$': 'Tingting Yao'}, {'$': 'Zelin Huang'}, {'$': 'Wei Zhao'}]}",
10,true,2020-08-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0148296320304987'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0148296320304987?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jbusres.2020.07.044,https://api.elsevier.com/content/article/pii/S0148296320304987,The smart circular economy: A digital-enabled circular strategies framework for manufacturing companies,Eivind Kristoffersen,Journal of Business Research,120,2020-11-30,241,10.1016/j.jbusres.2020.07.044,True,S0148296320304987,"{'author': [{'$': 'Eivind Kristoffersen'}, {'$': 'Fenna Blomsma'}, {'$': 'Jingyue Li'}]}",261
11,true,2018-08-18T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0308596118300570'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0308596118300570?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.telpol.2018.08.001,https://api.elsevier.com/content/article/pii/S0308596118300570,Induced effects of smart food/agri-systems in Japan: Towards a structural analysis of information technology,Satoshi Nakano,Telecommunications Policy,42,2018-11-30,824,10.1016/j.telpol.2018.08.001,True,S0308596118300570,"{'author': [{'$': 'Satoshi Nakano'}, {'$': 'Ayu Washizu'}]}",835
12,true,2020-02-18T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2210670720300846'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2210670720300846?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.scs.2020.102097,https://api.elsevier.com/content/article/pii/S2210670720300846,A pragmatic elliptic curve cryptography-based extension for energy-efficient device-to-device communications in smart cities,Tran Khanh Dang,Sustainable Cities and Society,56,2020-05-31,102097,10.1016/j.scs.2020.102097,False,S2210670720300846,"{'author': [{'$': 'Tran Khanh Dang'}, {'$': 'Chau D. M. Pham'}, {'$': 'Thao L. P. Nguyen'}]}",
13,true,2017-01-04T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0378778817300105'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0378778817300105?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enbuild.2017.01.003,https://api.elsevier.com/content/article/pii/S0378778817300105,A two-stage Energy Management System for smart buildings reducing the impact of demand uncertainty,M. C. Di Piazza,Energy and Buildings,139,2017-03-15,1,10.1016/j.enbuild.2017.01.003,False,S0378778817300105,"{'author': [{'$': 'M. C. Di Piazza'}, {'$': 'G. La Tona'}, {'$': 'A. Di Piazza'}]}",9
14,true,2021-01-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S138376212100028X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S138376212100028X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.sysarc.2021.102018,https://api.elsevier.com/content/article/pii/S138376212100028X,Guest editorial: Special issue on design architecture and applications of smart embedded devices in internet of things,Gwanggil Jeon,Journal of Systems Architecture,115,2021-05-31,102018,10.1016/j.sysarc.2021.102018,False,S138376212100028X,"{'author': [{'$': 'Gwanggil Jeon'}, {'$': 'Awais Ahmad'}, {'$': 'Marcelo Keese Albertini'}]}",
15,true,2020-05-15T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0254058420305812'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0254058420305812?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.matchemphys.2020.123210,https://api.elsevier.com/content/article/pii/S0254058420305812,Polyaniline/zinc/aluminum nanocomposites for multifunctional smart cotton fabrics,Noha Elhalawany,Materials Chemistry and Physics,249,2020-07-15,123210,10.1016/j.matchemphys.2020.123210,False,S0254058420305812,"{'author': [{'$': 'Noha Elhalawany'}, {'$': 'Mehrez E. El-Naggar'}, {'$': 'Mahmoud A. Abd Elghaffar'}]}",
16,true,2021-08-27T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780128244463000156'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780128244463000156?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-824446-3.00015-6,https://api.elsevier.com/content/article/pii/B9780128244463000156,Chapter 2: Future of Sustainable Smart Cities: an insight,V. Padmapriya,Blockchain for Smart Cities,,2021-12-31,17,10.1016/B978-0-12-824446-3.00015-6,False,B9780128244463000156,"{'author': [{'$': 'V. Padmapriya'}, {'$': 'D. N. Sujatha'}]}",34
17,true,2019-02-01T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0142061518321434'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0142061518321434?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijepes.2019.01.039,https://api.elsevier.com/content/article/pii/S0142061518321434,Effect of smart meter data collection frequency in an early detection of shorter-duration voltage anomalies in smart grids,Soo Wan Yen,International Journal of Electrical Power & Energy Systems,109,2019-07-31,1,10.1016/j.ijepes.2019.01.039,False,S0142061518321434,"{'author': [{'$': 'Soo Wan Yen'}, {'$': 'Stella Morris'}, {'$': 'Tang Jun Huat'}]}",8
18,true,2020-07-09T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0278612520301059'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0278612520301059?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jmsy.2020.06.012,https://api.elsevier.com/content/article/pii/S0278612520301059,"A digital twin to train deep reinforcement learning agent for smart manufacturing plants: Environment, interfaces and intelligence",Kaishu Xia,Journal of Manufacturing Systems,58,2021-01-31,210,10.1016/j.jmsy.2020.06.012,False,S0278612520301059,"{'author': [{'$': 'Kaishu Xia'}, {'$': 'Christopher Sacco'}, {'$': 'Ramy Harik'}]}",230
19,true,2020-04-20T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0740624X20301003'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0740624X20301003?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.giq.2020.101481,https://api.elsevier.com/content/article/pii/S0740624X20301003,Smart technologies for fighting pandemics: The techno- and human- driven approaches in controlling the virus transmission,Rama Krishna Reddy Kummitha,Government Information Quarterly,37,2020-07-31,101481,10.1016/j.giq.2020.101481,True,S0740624X20301003,{'author': 'Rama Krishna Reddy Kummitha'},
20,true,2021-07-10T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2666603021000117'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2666603021000117?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijin.2021.06.004,https://api.elsevier.com/content/article/pii/S2666603021000117,Design of smart public transport assist system for metropolitan city Chennai,R. Kanthavel,International Journal of Intelligent Networks,2,2021-12-31,57,10.1016/j.ijin.2021.06.004,True,S2666603021000117,"{'author': [{'$': 'R. Kanthavel'}, {'$': 'S. K. B. Sangeetha'}, {'$': 'K. P. Keerthana'}]}",63
21,true,2019-12-18T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0360544219324752'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0360544219324752?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.energy.2019.116780,https://api.elsevier.com/content/article/pii/S0360544219324752,Sizing of district heating systems based on smart meter data: Quantifying the aggregated domestic energy demand and demand diversity in the UK,Zhikun Wang,Energy,193,2020-02-15,116780,10.1016/j.energy.2019.116780,False,S0360544219324752,"{'author': [{'$': 'Zhikun Wang'}, {'$': 'Jenny Crawley'}, {'$': 'Robert Lowe'}]}",
22,true,2020-02-12T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0142061519329424'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0142061519329424?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijepes.2020.105833,https://api.elsevier.com/content/article/pii/S0142061519329424,Development of GB distribution networks with low carbon technologies and smart solutions: Methodology,Victor Levi,International Journal of Electrical Power & Energy Systems,119,2020-07-31,105833,10.1016/j.ijepes.2020.105833,False,S0142061519329424,"{'author': [{'$': 'Victor Levi'}, {'$': 'Gillian Williamson'}, {'$': 'Vladimir Terzija'}]}",
23,true,2021-08-27T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780128244463000089'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780128244463000089?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-824446-3.00008-9,https://api.elsevier.com/content/article/pii/B9780128244463000089,Chapter 16: Applications of blockchain technology for smart cities in a nutshell,V. V. Satyanarayana Tallapragada,Blockchain for Smart Cities,,2021-12-31,313,10.1016/B978-0-12-824446-3.00008-9,False,B9780128244463000089,{'author': 'V. V. Satyanarayana Tallapragada'},333
24,true,2017-08-12T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2352864817300664'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2352864817300664?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.dcan.2017.08.005,https://api.elsevier.com/content/article/pii/S2352864817300664,Achieving privacy-preserving big data aggregation with fault tolerance in smart grid,Zhitao Guan,Digital Communications and Networks,3,2017-11-30,242,10.1016/j.dcan.2017.08.005,True,S2352864817300664,"{'author': [{'$': 'Zhitao Guan'}, {'$': 'Guanlin Si'}]}",249
0,true,2019-12-03T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0164121219302584'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0164121219302584?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jss.2019.110484,https://api.elsevier.com/content/article/pii/S0164121219302584,"Modeling, analyzing and predicting security cascading attacks in smart buildings systems-of-systems",Jamal EL Hachem,Journal of Systems and Software,162,2020-04-30,110484,10.1016/j.jss.2019.110484,False,S0164121219302584,"{'author': [{'$': 'Jamal EL Hachem'}, {'$': 'Vanea Chiprianov'}, {'$': 'Philippe Aniorte'}]}",
1,true,2020-10-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0140366420319575'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0140366420319575?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.comcom.2020.10.009,https://api.elsevier.com/content/article/pii/S0140366420319575,A study of LoRaWAN protocol performance for IoT applications in smart agriculture,Badreddine Miles,Computer Communications,164,2020-12-01,148,10.1016/j.comcom.2020.10.009,False,S0140366420319575,"{'author': [{'$': 'Badreddine Miles'}, {'$': 'El-Bay Bourennane'}, {'$': 'Salim Chikhi'}]}",157
2,true,2019-07-02T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1084804519302231'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1084804519302231?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jnca.2019.06.018,https://api.elsevier.com/content/article/pii/S1084804519302231,"Blockchain for smart communities: Applications, challenges and opportunities",Shubhani Aggarwal,Journal of Network and Computer Applications,144,2019-10-15,13,10.1016/j.jnca.2019.06.018,False,S1084804519302231,"{'author': [{'$': 'Shubhani Aggarwal'}, {'$': 'Rajat Chaudhary'}, {'$': 'Albert Y. Zomaya'}]}",48
3,true,2021-04-01T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780128198865000025'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780128198865000025?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-819886-5.00002-5,https://api.elsevier.com/content/article/pii/B9780128198865000025,Chapter 2: Does geography matter in smart cities?,Tooran Alizadeh,Global Trends of Smart Cities,,2021-12-31,27,10.1016/B978-0-12-819886-5.00002-5,False,B9780128198865000025,{'author': 'Tooran Alizadeh'},58
4,true,2021-02-04T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0012369220349072'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0012369220349072?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.chest.2020.10.015,https://api.elsevier.com/content/article/pii/S0012369220349072,Emerging Role of Remote Patient Monitoring in Pulmonary Care: Telemedicine to Smart Phone,Neeraj R. Desai,Chest,159,2021-02-28,477,10.1016/j.chest.2020.10.015,False,S0012369220349072,"{'author': [{'$': 'Neeraj R. Desai'}, {'$': 'Edward J. Diamond'}]}",478
5,true,2021-01-04T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0141933120308863'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0141933120308863?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.micpro.2020.103741,https://api.elsevier.com/content/article/pii/S0141933120308863,A machine learning based IoT for providing an intrusion detection system for security,Dhanke Jyoti Atul,Microprocessors and Microsystems,82,2021-04-30,103741,10.1016/j.micpro.2020.103741,False,S0141933120308863,"{'author': [{'$': 'Dhanke Jyoti Atul'}, {'$': 'R. Kamalraj'}, {'$': 'Syed Khasim'}]}",
6,true,2014-09-02T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0306261914008599'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0306261914008599?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.apenergy.2014.08.048,https://api.elsevier.com/content/article/pii/S0306261914008599,Responsible technology acceptance: Model development and application to consumer acceptance of Smart Grid technology,Madeleine Broman Toft,Applied Energy,134,2014-12-01,392,10.1016/j.apenergy.2014.08.048,False,S0306261914008599,"{'author': [{'$': 'Madeleine Broman Toft'}, {'$': 'Geertje Schuitema'}, {'$': 'John Thøgersen'}]}",400
7,true,2020-01-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S014829631930801X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S014829631930801X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jbusres.2019.12.035,https://api.elsevier.com/content/article/pii/S014829631930801X,The Internet of Everything: Smart things and their impact on business models,David J. Langley,Journal of Business Research,122,2021-01-31,853,10.1016/j.jbusres.2019.12.035,True,S014829631930801X,"{'author': [{'$': 'David J. Langley'}, {'$': 'Jenny van Doorn'}, {'$': 'Albert Boonstra'}]}",863
8,true,2021-01-12T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S000293432100022X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S000293432100022X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.amjmed.2020.11.034,https://api.elsevier.com/content/article/pii/S000293432100022X,An Intelligent Diagnosis: SMART Syndrome,Leora Branfield Day,The American Journal of Medicine,134,2021-07-31,863,10.1016/j.amjmed.2020.11.034,False,S000293432100022X,"{'author': [{'$': 'Leora Branfield Day'}, {'$': 'Phavalan Rajendram'}, {'$': 'Wayne L. Gold'}]}",865
9,true,2019-03-07T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1574119218303146'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1574119218303146?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.pmcj.2019.03.001,https://api.elsevier.com/content/article/pii/S1574119218303146,A survey of privacy enhancing technologies for smart cities,James Curzon,Pervasive and Mobile Computing,55,2019-04-30,76,10.1016/j.pmcj.2019.03.001,False,S1574119218303146,"{'author': [{'$': 'James Curzon'}, {'$': 'Abdulaziz Almehmadi'}, {'$': 'Khalil El-Khatib'}]}",95
10,true,2019-06-04T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1877916618302935'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1877916618302935?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ccs.2019.05.005,https://api.elsevier.com/content/article/pii/S1877916618302935,Cutting through the clutter of smart city definitions: A reading into the smart city perceptions in India,Sarbeswar Praharaj,"City, Culture and Society",18,2019-09-30,100289,10.1016/j.ccs.2019.05.005,False,S1877916618302935,"{'author': [{'$': 'Sarbeswar Praharaj'}, {'$': 'Hoon Han'}]}",
11,true,2019-09-24T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1573521418302410'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1573521418302410?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.njas.2019.100309,https://api.elsevier.com/content/article/pii/S1573521418302410,In the starting blocks for smart agriculture: The internet as a source of knowledge in transitional agriculture,Krzysztof Janc,NJAS - Wageningen Journal of Life Sciences,90–91,2019-12-31,100309,10.1016/j.njas.2019.100309,True,S1573521418302410,"{'author': [{'$': 'Krzysztof Janc'}, {'$': 'Konrad Czapiewski'}, {'$': 'Marcin Wójcik'}]}",
12,true,2020-02-12T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0142061519329692'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0142061519329692?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijepes.2020.105832,https://api.elsevier.com/content/article/pii/S0142061519329692,Development of GB distribution networks with low carbon technologies and smart solutions: Scenarios and results,Victor Levi,International Journal of Electrical Power & Energy Systems,119,2020-07-31,105832,10.1016/j.ijepes.2020.105832,False,S0142061519329692,"{'author': [{'$': 'Victor Levi'}, {'$': 'Gillian Williamson'}, {'$': 'Vladimir Terzija'}]}",
13,true,2019-03-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0016003219301413'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0016003219301413?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jfranklin.2019.02.011,https://api.elsevier.com/content/article/pii/S0016003219301413,Timely detection and mitigation of IoT-based cyberattacks in the smart grid,Yasin Yılmaz,Journal of the Franklin Institute,358,2021-01-31,172,10.1016/j.jfranklin.2019.02.011,False,S0016003219301413,"{'author': [{'$': 'Yasin Yılmaz'}, {'$': 'Suleyman Uludag'}]}",192
14,true,2020-07-04T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2210670720305540'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2210670720305540?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.scs.2020.102333,https://api.elsevier.com/content/article/pii/S2210670720305540,Indoor temperature monitoring using wireless sensor networks: A SMAC application in smart cities,Shengbo Chen,Sustainable Cities and Society,61,2020-10-31,102333,10.1016/j.scs.2020.102333,False,S2210670720305540,"{'author': [{'$': 'Shengbo Chen'}, {'$': 'Lanxue Zhang'}, {'$': 'Ali Kashif Bashir'}]}",
15,true,2019-07-22T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0167739X19306211'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0167739X19306211?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.future.2019.07.029,https://api.elsevier.com/content/article/pii/S0167739X19306211,A novel framework for data acquisition and ubiquitous communication provisioning in smart cities,Kiran Ahuja,Future Generation Computer Systems,101,2019-12-31,785,10.1016/j.future.2019.07.029,False,S0167739X19306211,"{'author': [{'$': 'Kiran Ahuja'}, {'$': 'Arun Khosla'}]}",803
16,true,2019-03-15T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1876610219310379'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1876610219310379?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egypro.2019.01.985,https://api.elsevier.com/content/article/pii/S1876610219310379,Energy savings from Smart Cities: A critical analysis,Stephen Jia Wang,Energy Procedia,158,2019-02-28,3271,10.1016/j.egypro.2019.01.985,True,S1876610219310379,"{'author': [{'$': 'Stephen Jia Wang'}, {'$': 'Patrick Moriarty'}]}",3276
17,true,2021-01-29T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780128191866000099'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780128191866000099?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-819186-6.00009-9,https://api.elsevier.com/content/article/pii/B9780128191866000099,Chapter 5: Looking for striking Humane and Sustainable Smart City characteristics in existing cities,Eduardo M. Costa,Humane and Sustainable Smart Cities,,2021-12-31,91,10.1016/B978-0-12-819186-6.00009-9,False,B9780128191866000099,{'author': 'Eduardo M. Costa'},132
18,true,2020-09-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780128188866000113'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780128188866000113?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-818886-6.00011-3,https://api.elsevier.com/content/article/pii/B9780128188866000113,Chapter 11: The circulation of the Smart City imaginary in the Chilean context: A case study of a collaborative platform for governing security,Martin Tironi,Smart Cities for Technological and Social Innovation,,2021-12-31,195,10.1016/B978-0-12-818886-6.00011-3,False,B9780128188866000113,"{'author': [{'$': 'Martin Tironi'}, {'$': 'Camila Albornoz'}]}",215
19,true,2019-08-06T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0166361519301344'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0166361519301344?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.compind.2019.07.006,https://api.elsevier.com/content/article/pii/S0166361519301344,5G network slicing strategies for a smart factory,Jaspreet Singh Walia,Computers in Industry,111,2019-10-31,108,10.1016/j.compind.2019.07.006,False,S0166361519301344,"{'author': [{'$': 'Jaspreet Singh Walia'}, {'$': 'Heikki Hämmäinen'}, {'$': 'Seppo Yrjölä'}]}",120
