,@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:volume,prism:coverDate,prism:startingPage,prism:doi,openaccess,pii,authors,prism:endingPage
0,true,2021-11-29T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0360544221030231'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0360544221030231?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.energy.2021.122774,https://api.elsevier.com/content/article/pii/S0360544221030231,Power demand response in the context of smart home application,Biying Yu,Energy,240,2022-02-01,122774,10.1016/j.energy.2021.122774,False,S0360544221030231,"{'author': [{'$': 'Biying Yu'}, {'$': 'Feihu Sun'}, {'$': 'Lin Hu'}]}",
1,true,2021-10-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S004579062100481X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S004579062100481X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.compeleceng.2021.107536,https://api.elsevier.com/content/article/pii/S004579062100481X,Three-layer hybrid intrusion detection model for smart home malicious attacks,Lingyun Shi,Computers & Electrical Engineering,96,2021-12-31,107536,10.1016/j.compeleceng.2021.107536,False,S004579062100481X,"{'author': [{'$': 'Lingyun Shi'}, {'$': 'Longfei Wu'}, {'$': 'Zhitao Guan'}]}",
2,true,2021-11-11T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0160791X21002839'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0160791X21002839?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.techsoc.2021.101808,https://api.elsevier.com/content/article/pii/S0160791X21002839,Smart but unfriendly: Connected home products as enablers of conflict,D. D. Furszyfer Del Rio,Technology in Society,68,2022-02-28,101808,10.1016/j.techsoc.2021.101808,False,S0160791X21002839,{'author': 'D. D. Furszyfer Del Rio'},
3,true,2021-07-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S016740482100242X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S016740482100242X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.cose.2021.102418,https://api.elsevier.com/content/article/pii/S016740482100242X,Cyber-enabled burglary of smart homes,Duncan Hodges,Computers & Security,110,2021-11-30,102418,10.1016/j.cose.2021.102418,False,S016740482100242X,{'author': 'Duncan Hodges'},
4,true,2021-09-08T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S266729522100026X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S266729522100026X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.hcc.2021.100036,https://api.elsevier.com/content/article/pii/S266729522100026X,Access control and surveillance in a smart home,Cristina Stolojescu-Crisan,High-Confidence Computing,2,2022-03-31,100036,10.1016/j.hcc.2021.100036,True,S266729522100026X,"{'author': [{'$': 'Cristina Stolojescu-Crisan'}, {'$': 'Calin Crisan'}, {'$': 'Bogdan-Petru Butunoi'}]}",
5,true,2021-12-08T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S004579062100567X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S004579062100567X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.compeleceng.2021.107641,https://api.elsevier.com/content/article/pii/S004579062100567X,Trust aware energy management system for smart homes appliances,Kashif Naseer Qureshi,Computers & Electrical Engineering,,2021-12-08,107641,10.1016/j.compeleceng.2021.107641,False,S004579062100567X,"{'author': [{'$': 'Kashif Naseer Qureshi'}, {'$': 'Adi Alhudhaif'}, {'$': 'Gwanggil Jeon'}]}",
6,true,2021-07-28T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0736585321001283'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0736585321001283?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.tele.2021.101689,https://api.elsevier.com/content/article/pii/S0736585321001283,Users’ Preferences for Smart Home Automation – Investigating Aspects of Privacy and Trust,Eva-Maria Schomakers,Telematics and Informatics,64,2021-11-30,101689,10.1016/j.tele.2021.101689,False,S0736585321001283,"{'author': [{'$': 'Eva-Maria Schomakers'}, {'$': 'Hannah Biermann'}, {'$': 'Martina Ziefle'}]}",
7,true,2021-07-22T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2214629621003042'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2214629621003042?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.erss.2021.102211,https://api.elsevier.com/content/article/pii/S2214629621003042,"Motivations, barriers and risks of smart home adoption: From systematic literature review to conceptual framework",Wenda Li,Energy Research & Social Science,80,2021-10-31,102211,10.1016/j.erss.2021.102211,False,S2214629621003042,"{'author': [{'$': 'Wenda Li'}, {'$': 'Tan Yigitcanlar'}, {'$': 'Aaron Liu'}]}",
8,true,2021-11-03T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0925231221016301'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0925231221016301?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.neucom.2021.04.138,https://api.elsevier.com/content/article/pii/S0925231221016301,Enabling automation and edge intelligence over resource constraint IoT devices for smart home,Mansoor Nasir,Neurocomputing,,2021-11-03,,10.1016/j.neucom.2021.04.138,False,S0925231221016301,"{'author': [{'$': 'Mansoor Nasir'}, {'$': 'Khan Muhammad'}, {'$': 'Muhammad Sajjad'}]}",
9,true,2021-12-06T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2352484721013792'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2352484721013792?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egyr.2021.11.227,https://api.elsevier.com/content/article/pii/S2352484721013792,Mixed integer smart off-grid home energy management system,Rasha Elazab,Energy Reports,7,2021-11-30,9094,10.1016/j.egyr.2021.11.227,True,S2352484721013792,"{'author': [{'$': 'Rasha Elazab'}, {'$': 'Omar Saif'}, {'$': 'Mohamed Daowd'}]}",9107
10,true,2021-07-20T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0160791X21001585'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0160791X21001585?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.techsoc.2021.101683,https://api.elsevier.com/content/article/pii/S0160791X21001585,Prohibitive factors to the acceptance of Internet of Things (IoT) technology in society: A smart-home context using a resistive modelling approach,Debajyoti Pal,Technology in Society,66,2021-08-31,101683,10.1016/j.techsoc.2021.101683,False,S0160791X21001585,"{'author': [{'$': 'Debajyoti Pal'}, {'$': 'Xiangmin Zhang'}, {'$': 'Saeed Siyal'}]}",
11,true,2021-09-08T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0040162521005801'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0040162521005801?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.techfore.2021.121147,https://api.elsevier.com/content/article/pii/S0040162521005801,Ecological determinants of smart home ecosystems: A coopetition framework,Elisabeth Struckell,Technological Forecasting and Social Change,173,2021-12-31,121147,10.1016/j.techfore.2021.121147,True,S0040162521005801,"{'author': [{'$': 'Elisabeth Struckell'}, {'$': 'Divesh Ojha'}, {'$': 'Amandeep Dhir'}]}",
12,true,2021-06-20T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2090447921002641'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2090447921002641?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.asej.2021.05.027,https://api.elsevier.com/content/article/pii/S2090447921002641,Flexible smart home design: Case study to design future smart home prototypes,Raz Kamaran Radha,Ain Shams Engineering Journal,,2021-06-20,,10.1016/j.asej.2021.05.027,True,S2090447921002641,{'author': 'Raz Kamaran Radha'},
13,true,2021-07-29T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0267364921000157'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0267364921000157?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.clsr.2021.105542,https://api.elsevier.com/content/article/pii/S0267364921000157,Defence against the dark artefacts: Smart home cybercrimes and cybersecurity standards,Stanislaw Piasecki,Computer Law & Security Review,42,2021-09-30,105542,10.1016/j.clsr.2021.105542,True,S0267364921000157,"{'author': [{'$': 'Stanislaw Piasecki'}, {'$': 'Lachlan Urquhart'}, {'$': 'Professor Derek McAuley'}]}",
14,true,2021-03-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0959652621011276'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0959652621011276?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jclepro.2021.126908,https://api.elsevier.com/content/article/pii/S0959652621011276,Smart home and internet of things: A bibliometric study,Wonyoung Choi,Journal of Cleaner Production,301,2021-06-10,126908,10.1016/j.jclepro.2021.126908,False,S0959652621011276,"{'author': [{'$': 'Wonyoung Choi'}, {'$': 'Jisu Kim'}, {'$': 'Eunil Park'}]}",
15,true,2021-03-20T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0301421521000653'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0301421521000653?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enpol.2021.112196,https://api.elsevier.com/content/article/pii/S0301421521000653,"Knowledge, energy sustainability, and vulnerability in the demographics of smart home technology diffusion",Benjamin K. Sovacool,Energy Policy,153,2021-06-30,112196,10.1016/j.enpol.2021.112196,True,S0301421521000653,"{'author': [{'$': 'Benjamin K. Sovacool'}, {'$': 'Mari Martiskainen'}, {'$': 'Dylan D. Furszyfer Del Rio'}]}",
16,true,2021-08-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2214785321054663'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2214785321054663?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.matpr.2021.08.038,https://api.elsevier.com/content/article/pii/S2214785321054663,The design and fulfillment of a Smart Home (SH) material powered by the IoT using the Blynk app,Mustafa A. Omran,Materials Today: Proceedings,,2021-08-19,,10.1016/j.matpr.2021.08.038,False,S2214785321054663,"{'author': [{'$': 'Mustafa A. Omran'}, {'$': 'Bashar J. Hamza'}, {'$': 'Wasan K. Saad'}]}",
17,true,2021-06-07T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0959652621020631'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0959652621020631?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jclepro.2021.127845,https://api.elsevier.com/content/article/pii/S0959652621020631,Environmental saving potentials of a smart home system from a life cycle perspective: How green is the smart home?,Johanna Pohl,Journal of Cleaner Production,312,2021-08-20,127845,10.1016/j.jclepro.2021.127845,False,S0959652621020631,"{'author': [{'$': 'Johanna Pohl'}, {'$': 'Vivian Frick'}, {'$': 'Matthias Finkbeiner'}]}",
18,true,2021-05-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0142061521003987'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0142061521003987?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijepes.2021.107159,https://api.elsevier.com/content/article/pii/S0142061521003987,An optimal scheduling scheme for smart home electricity considering demand response and privacy protection,Shaomin Zhang,International Journal of Electrical Power & Energy Systems,132,2021-11-30,107159,10.1016/j.ijepes.2021.107159,False,S0142061521003987,"{'author': [{'$': 'Shaomin Zhang'}, {'$': 'Jieqi Rong'}, {'$': 'Baoyi Wang'}]}",
19,true,2021-04-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S266627872100012X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S266627872100012X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egycc.2021.100035,https://api.elsevier.com/content/article/pii/S266627872100012X,"Culture, energy and climate sustainability, and smart home technologies: A mixed methods comparison of four countries",Dylan D. Furszyfer Del Rio,Energy and Climate Change,2,2021-12-31,100035,10.1016/j.egycc.2021.100035,True,S266627872100012X,"{'author': [{'$': 'Dylan D. Furszyfer Del Rio'}, {'$': 'Benjamin K. Sovacool'}, {'$': 'Steve Griffiths'}]}",
20,true,2021-05-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2214629621001985'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2214629621001985?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.erss.2021.102105,https://api.elsevier.com/content/article/pii/S2214629621001985,"Controllable, frightening, or fun? Exploring the gendered dynamics of smart home technology preferences in the United Kingdom",D. D. Furszyfer Del Rio,Energy Research & Social Science,77,2021-07-31,102105,10.1016/j.erss.2021.102105,False,S2214629621001985,"{'author': [{'$': 'D. D. Furszyfer Del Rio'}, {'$': 'B. K. Sovacool'}, {'$': 'M. Martiskainen'}]}",
21,true,2021-02-20T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2352186421000912'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2352186421000912?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.eti.2021.101443,https://api.elsevier.com/content/article/pii/S2352186421000912,Smart Home Energy Management Systems in Internet of Things networks for green cities demands and services,Muhammad Saidu Aliero,Environmental Technology & Innovation,22,2021-05-31,101443,10.1016/j.eti.2021.101443,False,S2352186421000912,"{'author': [{'$': 'Muhammad Saidu Aliero'}, {'$': 'Kashif Naseer Qureshi'}, {'$': 'Gwanggil Jeon'}]}",
22,true,2021-04-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2210670721002584'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2210670721002584?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.scs.2021.102972,https://api.elsevier.com/content/article/pii/S2210670721002584,Optimal two-level active and reactive energy management of residential appliances in smart homes,Samaneh Zamanloo,Sustainable Cities and Society,71,2021-08-31,102972,10.1016/j.scs.2021.102972,False,S2210670721002584,"{'author': [{'$': 'Samaneh Zamanloo'}, {'$': 'Hossein Askarian Abyaneh'}, {'$': 'Mohsen Azizi'}]}",
23,true,2021-07-12T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0142061521005974'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0142061521005974?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijepes.2021.107358,https://api.elsevier.com/content/article/pii/S0142061521005974,Optimal power management framework for smart homes using electric vehicles and energy storage,Ubaid ur Rehman,International Journal of Electrical Power & Energy Systems,134,2022-01-31,107358,10.1016/j.ijepes.2021.107358,False,S0142061521005974,"{'author': [{'$': 'Ubaid ur Rehman'}, {'$': 'Kamran Yaqoob'}, {'$': 'Muhammad Adil Khan'}]}",
24,true,2021-02-05T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1364032121000502'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1364032121000502?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.rser.2021.110755,https://api.elsevier.com/content/article/pii/S1364032121000502,A systematic review of the smart energy conservation system: From smart homes to sustainable smart cities,Hakpyeong Kim,Renewable and Sustainable Energy Reviews,140,2021-04-30,110755,10.1016/j.rser.2021.110755,False,S1364032121000502,"{'author': [{'$': 'Hakpyeong Kim'}, {'$': 'Heeju Choi'}, {'$': 'Taehoon Hong'}]}",
0,true,2021-07-26T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2542660521000755'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2542660521000755?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.iot.2021.100431,https://api.elsevier.com/content/article/pii/S2542660521000755,Evaluation of end user requirements for Smart Home applications and services based on a decision support system,Dede Georgia,Internet of Things,16,2021-12-31,100431,10.1016/j.iot.2021.100431,False,S2542660521000755,"{'author': [{'$': 'Dede Georgia'}, {'$': 'Filiopoulou Evangelia'}, {'$': 'Kamalakis Thomas'}]}",
1,true,2021-01-24T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0306457320309717'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0306457320309717?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ipm.2020.102482,https://api.elsevier.com/content/article/pii/S0306457320309717,Customized blockchain-based architecture for secure smart home for lightweight IoT,Meryem Ammi,Information Processing & Management,58,2021-05-31,102482,10.1016/j.ipm.2020.102482,False,S0306457320309717,"{'author': [{'$': 'Meryem Ammi'}, {'$': 'Shatha Alarabi'}, {'$': 'Elhadj Benkhelifa'}]}",
2,true,2020-11-12T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1071581920301737'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1071581920301737?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijhcs.2020.102571,https://api.elsevier.com/content/article/pii/S1071581920301737,Older adults' perspectives of smart home technology: Are we developing the technology that older people want?,Abir Ghorayeb,International Journal of Human-Computer Studies,147,2021-03-31,102571,10.1016/j.ijhcs.2020.102571,False,S1071581920301737,"{'author': [{'$': 'Abir Ghorayeb'}, {'$': 'Rob Comber'}, {'$': 'Rachael Gooberman-Hill'}]}",
3,true,2021-02-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2352710221001595'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2352710221001595?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jobe.2021.102303,https://api.elsevier.com/content/article/pii/S2352710221001595,Exploring the user performance of Korean women in smart homes with a focus on user adoption,Min Jee Nikki Han,Journal of Building Engineering,39,2021-07-31,102303,10.1016/j.jobe.2021.102303,False,S2352710221001595,"{'author': [{'$': 'Min Jee Nikki Han'}, {'$': 'Mi Jeong Kim'}, {'$': 'In Han Kim'}]}",
4,true,2021-10-01T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1877050921015568'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1877050921015568?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.procs.2021.08.069,https://api.elsevier.com/content/article/pii/S1877050921015568,Leveraging commonsense reasoning towards a smarter Smart Home,Ana Rubio Ruiz,Procedia Computer Science,192,2021-12-31,666,10.1016/j.procs.2021.08.069,True,S1877050921015568,"{'author': [{'$': 'Ana Rubio Ruiz'}, {'$': 'David Villa Alises'}, {'$': 'Juan C. López López'}]}",675
5,true,2021-06-05T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2213138821002290'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2213138821002290?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.seta.2021.101219,https://api.elsevier.com/content/article/pii/S2213138821002290,Seamless security apprise method for improving the reliability of sustainable energy-based smart home applications,Mohammed Saeed Alkatheiri,Sustainable Energy Technologies and Assessments,45,2021-06-30,101219,10.1016/j.seta.2021.101219,False,S2213138821002290,"{'author': [{'$': 'Mohammed Saeed Alkatheiri'}, {'$': 'Sajjad Hussain Chauhdary'}, {'$': 'Mohammed A. Alqarni'}]}",
6,true,2021-01-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2666285X21000054'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2666285X21000054?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.gltp.2021.01.005,https://api.elsevier.com/content/article/pii/S2666285X21000054,Unified smart home resource access along with authentication using Blockchain technology,Arnab Mukherjee,Global Transitions Proceedings,2,2021-06-30,29,10.1016/j.gltp.2021.01.005,True,S2666285X21000054,"{'author': [{'$': 'Arnab Mukherjee'}, {'$': 'Mamatha Balachandra'}, {'$': 'Srinivasa Rao Payyavula'}]}",34
7,true,2021-09-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0360544221024622'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0360544221024622?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.energy.2021.122214,https://api.elsevier.com/content/article/pii/S0360544221024622,A multi-objective optimization framework for integrated electricity and natural gas networks considering smart homes in downward under uncertainties,Amir Abbas Safaie,Energy,239,2022-01-15,122214,10.1016/j.energy.2021.122214,False,S0360544221024622,"{'author': [{'$': 'Amir Abbas Safaie'}, {'$': 'Mohsen Alizadeh Bidgoli'}, {'$': 'Saeid Javadi'}]}",
8,true,2021-01-03T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S221478532038977X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S221478532038977X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.matpr.2020.11.359,https://api.elsevier.com/content/article/pii/S221478532038977X,Smart governance of home through IoT,J. Rajasekhar,Materials Today: Proceedings,,2021-01-03,,10.1016/j.matpr.2020.11.359,False,S221478532038977X,"{'author': [{'$': 'J. Rajasekhar'}, {'$': 'M. Trinath Basu'}, {'$': 'N. S. S. Sowjanya'}]}",
9,true,2021-06-04T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1386505621001398'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1386505621001398?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijmedinf.2021.104513,https://api.elsevier.com/content/article/pii/S1386505621001398,The effectiveness of smart home technologies to support the health outcomes of community-dwelling older adults living with dementia: A scoping review,Wendy Moyle,International Journal of Medical Informatics,153,2021-09-30,104513,10.1016/j.ijmedinf.2021.104513,False,S1386505621001398,"{'author': [{'$': 'Wendy Moyle'}, {'$': 'Jenny Murfield'}, {'$': 'Katarzyna Lion'}]}",
10,true,2021-02-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2214212621000326'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2214212621000326?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jisa.2021.102787,https://api.elsevier.com/content/article/pii/S2214212621000326,Cryptanalysis and improvement of a two-factor user authentication scheme for smart home,Damandeep Kaur,Journal of Information Security and Applications,58,2021-05-31,102787,10.1016/j.jisa.2021.102787,False,S2214212621000326,"{'author': [{'$': 'Damandeep Kaur'}, {'$': 'Devender Kumar'}]}",
11,true,2021-02-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0141933121002623'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0141933121002623?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.micpro.2021.104094,https://api.elsevier.com/content/article/pii/S0141933121002623,Emotional Design of Smart Home in Interior Decoration Based on The Internet of Things,Zhe Hu,Microprocessors and Microsystems,,2021-02-14,104094,10.1016/j.micpro.2021.104094,False,S0141933121002623,"{'author': [{'$': 'Zhe Hu'}, {'$': 'Kexin Chen'}]}",
12,true,2021-12-10T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S235271022101706X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S235271022101706X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jobe.2021.103848,https://api.elsevier.com/content/article/pii/S235271022101706X,Comfort and energy consumption optimization in smart homes using bat algorithm with inertia weight,Mohamad Razwan Abdul Malek,Journal of Building Engineering,47,2022-04-15,103848,10.1016/j.jobe.2021.103848,False,S235271022101706X,"{'author': [{'$': 'Mohamad Razwan Abdul Malek'}, {'$': 'Nor Azlina Ab. Aziz'}, {'$': 'Zuwairie Ibrahim'}]}",
13,true,2020-09-01T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2214785320356467'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2214785320356467?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.matpr.2020.07.536,https://api.elsevier.com/content/article/pii/S2214785320356467,Secured smart mobile app for smart home environment,Madhavi Latha Challa,Materials Today: Proceedings,37,2021-12-31,2109,10.1016/j.matpr.2020.07.536,False,S2214785320356467,"{'author': [{'$': 'Madhavi Latha Challa'}, {'$': 'K. L. S. Soujanya'}]}",2113
