,@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:volume,prism:coverDate,prism:startingPage,prism:endingPage,prism:doi,openaccess,pii,authors
5,true,2003-07-01T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/004896979390084J'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/004896979390084J?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0048-9697(93)90084-J,https://api.elsevier.com/content/article/pii/004896979390084J,Glass vial background reduction in liquid scintillation counting,Lauri Kaihola,Science of The Total Environment,130–131,1993-03-25,297,304,10.1016/0048-9697(93)90084-J,False,004896979390084J,{'author': 'Lauri Kaihola'}
6,true,1998-03-26T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0009261497002571'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0009261497002571?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0009-2614(97)00257-1,https://api.elsevier.com/content/article/pii/S0009261497002571,Isotope effects in the reaction of CF<ce:inf loc=post>2</ce:inf><ce:sup loc=post>2+</ce:sup> with H<ce:inf loc=post>2</ce:inf>/D<ce:inf loc=post>2</ce:inf>,Karl A. Newson,Chemical Physics Letters,269,1997-04-25,93,98,10.1016/S0009-2614(97)00257-1,False,S0009261497002571,"{'author': [{'$': 'Karl A. Newson'}, {'$': 'Stephen D. Price'}]}"
7,true,2009-05-02T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0920563209002291'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0920563209002291?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.nuclphysbps.2009.03.038,https://api.elsevier.com/content/article/pii/S0920563209002291,Measurement of the <mml:math altimg=si1.gif overflow=scroll><mml:msup><mml:mi mathvariant=bold-italic>e</mml:mi><mml:mo mathvariant=bold>+</mml:mo></mml:msup><mml:msup><mml:mi mathvariant=bold-italic>e</mml:mi><mml:mo mathvariant=bold>−</mml:mo></mml:msup><mml:mo mathvariant=bold>→</mml:mo><mml:msup><mml:mi mathvariant=bold-italic>π</mml:mi><mml:mo mathvariant=bold>+</mml:mo></mml:msup><mml:msup><mml:mi mathvariant=bold-italic>π</mml:mi><mml:mo mathvariant=bold>−</mml:mo></mml:msup><mml:mo stretchy=false mathvariant=bold>(</mml:mo><mml:mi mathvariant=bold-italic>γ</mml:mi><mml:mo stretchy=false mathvariant=bold>)</mml:mo></mml:math> Cross Section with the ISR Method with <ce:italic><ce:small-caps>BaBar</ce:small-caps></ce:italic>,Michel Davier,Nuclear Physics B - Proceedings Supplements,189,2009-04-30,222,232,10.1016/j.nuclphysbps.2009.03.038,False,S0920563209002291,{'author': 'Michel Davier'}
8,true,2011-09-10T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S100107421161070X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S100107421161070X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S1001-0742(11)61070-X,https://api.elsevier.com/content/article/pii/S100107421161070X,Photo-induced electron transfer processes in thin-film solar cells,Satoru Isoda,Journal of Environmental Sciences,23,2011-06-30,s18,s25,10.1016/S1001-0742(11)61070-X,False,S100107421161070X,{'author': 'Satoru Isoda'}
9,true,2003-06-11T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0022508885900104'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0022508885900104?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0022-5088(85)90010-4,https://api.elsevier.com/content/article/pii/0022508885900104,Some new classes of rare earth activated luminescent materials,G. Blasse,Journal of the Less Common Metals,112,1985-10-31,79,82,10.1016/0022-5088(85)90010-4,False,0022508885900104,{'author': 'G. Blasse'}
10,true,2016-02-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2212827115010744'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2212827115010744?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.procir.2015.08.103,https://api.elsevier.com/content/article/pii/S2212827115010744,An Approach to Building a Specialized CNC System for Laser Engraving Machining,Georgi M. Martinov,Procedia CIRP,41,2016-12-31,998,1003,10.1016/j.procir.2015.08.103,True,S2212827115010744,"{'author': [{'$': 'Georgi M. Martinov'}, {'$': 'Aleksandr I. Obuhov'}, {'$': 'Anton S. Grigoriev'}]}"
11,true,1998-06-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S007919469700178X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S007919469700178X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0079-1946(97)00178-X,https://api.elsevier.com/content/article/pii/S007919469700178X,Solar probe fast imaging plasma spectrometer,R. Kallenbach,Physics and Chemistry of the Earth,22,1997-12-31,487,491,10.1016/S0079-1946(97)00178-X,False,S007919469700178X,"{'author': [{'$': 'R. Kallenbach'}, {'$': 'P. Bochsler'}, {'$': 'F. M. Ipavich'}]}"
12,true,2002-10-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0029554X74904200'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0029554X74904200?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0029-554X(74)90420-0,https://api.elsevier.com/content/article/pii/0029554X74904200,Full-energy peak efficiency of cadmium-telluride gamma-ray spectrometers,P. Siffert,Nuclear Instruments and Methods,115,1974-02-15,13,21,10.1016/0029-554X(74)90420-0,False,0029554X74904200,"{'author': [{'$': 'P. Siffert'}, {'$': 'J. P. Gonidec'}, {'$': 'F. V. Wald'}]}"
13,true,2012-12-02T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780080925790500164'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780080925790500164?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-08-092579-0.50016-4,https://api.elsevier.com/content/article/pii/B9780080925790500164,11: Production Practices Affecting Nitrogen and Energy Nutrition,Ray L. Shirley,Nitrogen and Energy Nutrition of Ruminants,,1986-12-31,243,255,10.1016/B978-0-08-092579-0.50016-4,False,B9780080925790500164,{'author': 'Ray L. Shirley'}
14,true,2007-09-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1872203207600675'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1872203207600675?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S1872-2032(07)60067-5,https://api.elsevier.com/content/article/pii/S1872203207600675,"Eco-efficiency of urban material metabolism: a case study in Shenzhen, China",Yan Zhang,Acta Ecologica Sinica,27,2007-08-31,3124,3131,10.1016/S1872-2032(07)60067-5,False,S1872203207600675,"{'author': [{'$': 'Yan Zhang'}, {'$': 'Zhifeng Yang'}]}"
15,true,2003-05-07T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0022309387902602'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0022309387902602?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0022-3093(87)90260-2,https://api.elsevier.com/content/article/pii/0022309387902602,Defects and recombination in a-Si<ce:inf loc=post>1−x</ce:inf>C<ce:inf loc=post>x</ce:inf>:H films,S. Liedtke,Journal of Non-Crystalline Solids,97–98,1987-12-02,1083,1086,10.1016/0022-3093(87)90260-2,False,0022309387902602,"{'author': [{'$': 'S. Liedtke'}, {'$': 'K. Jahn'}, {'$': 'W. Fuhs'}]}"
16,true,2000-01-20T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0301421595901573'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0301421595901573?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0301-4215(95)90157-3,https://api.elsevier.com/content/article/pii/0301421595901573,Carbon coalitions: The cost and effectiveness of energy agreements to alter trajectories of atmospheric carbon dioxide emissions,Jae Edmonds,Energy Policy,23,1995-05-31,309,335,10.1016/0301-4215(95)90157-3,False,0301421595901573,"{'author': [{'$': 'Jae Edmonds'}, {'$': 'Marshall Wise'}, {'$': 'David W Barns'}]}"
17,true,2004-07-28T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0140670104904614'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0140670104904614?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0140-6701(04)90461-4,https://api.elsevier.com/content/article/pii/S0140670104904614,"04/01635 Optimization of a hydrocarbon fuel ignition model for two single component surrogates of diesel fuel: Hamosfakidis, V. and Reitz, R. D. <ce:italic>Combustion and Flame</ce:italic>, 2003, 132, (3), 433–450",,Fuel and Energy Abstracts,45,2004-05-31,221,,10.1016/S0140-6701(04)90461-4,False,S0140670104904614,
18,true,2003-08-20T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/016758268590021X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/016758268590021X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0167-5826(85)90021-X,https://api.elsevier.com/content/article/pii/016758268590021X,Energetic analysis of Missouri crop farms,Jeffrey J. Schahczenski,Energy in Agriculture,4,1985-12-31,253,269,10.1016/0167-5826(85)90021-X,False,016758268590021X,{'author': 'Jeffrey J. Schahczenski'}
19,true,2006-03-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0011916406001378'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0011916406001378?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.desal.2005.10.006,https://api.elsevier.com/content/article/pii/S0011916406001378,Treatment of potato chips manufacturing wastewater by electrocoagulation,M. Kobya,Desalination,190,2006-04-15,201,211,10.1016/j.desal.2005.10.006,False,S0011916406001378,"{'author': [{'$': 'M. Kobya'}, {'$': 'H. Hiz'}, {'$': 'E. Demirbas'}]}"
20,true,2018-03-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1369703X18300366'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1369703X18300366?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.bej.2018.01.027,https://api.elsevier.com/content/article/pii/S1369703X18300366,Flocculation of CHO cells for primary separation of recombinant glycoproteins: Effect on glycosylation profiles,Itzcóatl A. Gómez,Biochemical Engineering Journal,132,2018-04-15,244,254,10.1016/j.bej.2018.01.027,False,S1369703X18300366,"{'author': [{'$': 'Itzcóatl A. Gómez'}, {'$': 'Vanessa Hernández'}, {'$': 'Octavio T. Ramírez'}]}"
21,true,2002-10-15T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0370269383908079'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0370269383908079?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0370-2693(83)90807-9,https://api.elsevier.com/content/article/pii/0370269383908079,Cross sections for charm production by neutrinos,N. Ushida,Physics Letters B,121,1983-02-03,287,291,10.1016/0370-2693(83)90807-9,False,0370269383908079,"{'author': [{'$': 'N. Ushida'}, {'$': 'T. Kondo'}, {'$': 'Y. Maeda'}]}"
22,true,2002-10-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/016890029290252Y'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/016890029290252Y?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0168-9002(92)90252-Y,https://api.elsevier.com/content/article/pii/016890029290252Y,The computer code MAR for calculating the activity of radioactive samples in Marinelli beakers,A. Bertolo,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",314,1992-05-10,584,589,10.1016/0168-9002(92)90252-Y,False,016890029290252Y,"{'author': [{'$': 'A. Bertolo'}, {'$': 'C. Manduchi'}, {'$': 'G. Manduchi'}]}"
23,true,2002-10-11T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0168583X87900644'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0168583X87900644?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0168-583X(87)90064-4,https://api.elsevier.com/content/article/pii/0168583X87900644,Multilayer pixe analysis,J. Rickards,Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,29,1987-12-31,527,530,10.1016/0168-583X(87)90064-4,False,0168583X87900644,"{'author': [{'$': 'J. Rickards'}, {'$': 'E. P. Zironi'}]}"
24,true,2003-02-12T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0045794980901066'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0045794980901066?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0045-7949(80)90106-6,https://api.elsevier.com/content/article/pii/0045794980901066,Energy minimization versus pseudo force technique for nonlinear structural analysis,Manohar P. Kamat,Computers & Structures,11,1980-05-31,403,409,10.1016/0045-7949(80)90106-6,False,0045794980901066,"{'author': [{'$': 'Manohar P. Kamat'}, {'$': 'Robert J. Hayduk'}]}"
0,true,2003-02-12T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0045794980901066'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0045794980901066?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0045-7949(80)90106-6,https://api.elsevier.com/content/article/pii/0045794980901066,Energy minimization versus pseudo force technique for nonlinear structural analysis,Manohar P. Kamat,Computers & Structures,11,1980-05-31,403,409,10.1016/0045-7949(80)90106-6,False,0045794980901066,"{'author': [{'$': 'Manohar P. Kamat'}, {'$': 'Robert J. Hayduk'}]}"
1,true,2012-10-13T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1872206711604464'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1872206711604464?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S1872-2067(11)60446-4,https://api.elsevier.com/content/article/pii/S1872206711604464,"LED Irradiation of a Photocatalyst for Benzene, Toluene, Ethyl benzene, and Xylene Decomposition",Wan-Kuen JO,Chinese Journal of Catalysis,33,2012-10-31,1672,1680,10.1016/S1872-2067(11)60446-4,False,S1872206711604464,"{'author': [{'$': 'Wan-Kuen JO'}, {'$': 'Hyun-Jung KANG'}]}"
2,true,2002-09-20T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0022024890910774'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0022024890910774?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0022-0248(90)91077-4,https://api.elsevier.com/content/article/pii/0022024890910774,Exciton transfer between localized states in <ce:italic>CdS</ce:italic><ce:inf loc=post>1-<ce:italic>x</ce:italic></ce:inf><ce:italic>Se</ce:italic><ce:inf loc=post><ce:italic>x</ce:italic></ce:inf> alloys: Time-resolved photoluminescence and theoretical models,C. Gourdon,Journal of Crystal Growth,101,1990-04-01,767,772,10.1016/0022-0248(90)91077-4,False,0022024890910774,"{'author': [{'$': 'C. Gourdon'}, {'$': 'P. Lavallard'}]}"
3,true,2014-07-24T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1876610214008303'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1876610214008303?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egypro.2014.06.094,https://api.elsevier.com/content/article/pii/S1876610214008303,CFD based Analysis of Heat Transfer Enhancement in Solar Air Heater Provided with Transverse Rectangular Ribs,A. Boulemtafes-Boukadoum,Energy Procedia,50,2014-12-31,761,772,10.1016/j.egypro.2014.06.094,True,S1876610214008303,"{'author': [{'$': 'A. Boulemtafes-Boukadoum'}, {'$': 'A. Benzaoui'}]}"
4,true,2000-01-20T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0360128595000070'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0360128595000070?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0360-1285(95)00007-0,https://api.elsevier.com/content/article/pii/0360128595000070,Coal: Energy for the future,J. P. Longwell,Progress in Energy and Combustion Science,21,1995-12-31,269,360,10.1016/0360-1285(95)00007-0,False,0360128595000070,"{'author': [{'$': 'J. P. Longwell'}, {'$': 'E. S. Rubin'}, {'$': 'J. Wilson'}]}"
5,true,2004-07-28T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0140670104904638'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0140670104904638?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0140-6701(04)90463-8,https://api.elsevier.com/content/article/pii/S0140670104904638,"04/01637 Power system instability and chaos: Yu, Y. <ce:italic>et al. Electric Power Systems Research</ce:italic>, 2003, 65, (3), 187–195",,Fuel and Energy Abstracts,45,2004-05-31,221,,10.1016/S0140-6701(04)90463-8,False,S0140670104904638,
6,true,2008-02-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0957582004711611'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0957582004711611?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1205/095758204323065957,https://api.elsevier.com/content/article/pii/S0957582004711611,Modern Environmental Improvement Pathways for the Coal Power Generation Industry in Australia,J. C. Diniz Da Costa,Process Safety and Environmental Protection,82,2004-05-31,191,199,10.1205/095758204323065957,False,S0957582004711611,"{'author': [{'$': 'J. C. Diniz Da Costa'}, {'$': 'P. Prasad'}, {'$': 'R. J. Pagan'}]}"
7,true,2002-07-24T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/002223139090056H'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/002223139090056H?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0022-2313(90)90056-H,https://api.elsevier.com/content/article/pii/002223139090056H,Influence of complexation on the emission and electronic relaxation of acridine,R. Snyder,Journal of Luminescence,47,1990-09-30,35,39,10.1016/0022-2313(90)90056-H,False,002223139090056H,"{'author': [{'$': 'R. Snyder'}, {'$': 'A. C. Testa'}]}"
8,true,2015-03-24T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1875389214006543'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1875389214006543?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.phpro.2014.12.041,https://api.elsevier.com/content/article/pii/S1875389214006543,Phase II Upgrade of the GERDA Experiment for the Search of Neutrinoless Double Beta Decay,B. Majorovits,Physics Procedia,61,2015-12-31,254,259,10.1016/j.phpro.2014.12.041,True,S1875389214006543,{'author': 'B. Majorovits'}
9,true,2009-05-02T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0920563209002424'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0920563209002424?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.nuclphysbps.2009.03.051,https://api.elsevier.com/content/article/pii/S0920563209002424,Tau reconstruction and identification with particle-flow techniques using the CMS detector at LHC,M. Pioppi,Nuclear Physics B - Proceedings Supplements,189,2009-04-30,311,316,10.1016/j.nuclphysbps.2009.03.051,False,S0920563209002424,{'author': 'M. Pioppi'}
10,true,2002-10-29T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0168900287911077'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0168900287911077?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0168-9002(87)91107-7,https://api.elsevier.com/content/article/pii/0168900287911077,Consideration on the measurement of α and β rays with the exoelectron dosimeter,Shigeru Okabe,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",255,1987-03-15,231,233,10.1016/0168-9002(87)91107-7,False,0168900287911077,"{'author': [{'$': 'Shigeru Okabe'}, {'$': 'Masayoshi Aoki'}, {'$': 'Tsuguo Nishikawa'}]}"
11,true,2003-08-20T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0167582681900048'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0167582681900048?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0167-5826(81)90004-8,https://api.elsevier.com/content/article/pii/0167582681900048,The solar pond as a possible source of solar energy — First results of experiments on a Northern Italian farm,G. Riva,Energy in Agriculture,1,1982-12-31,21,39,10.1016/0167-5826(81)90004-8,False,0167582681900048,{'author': 'G. Riva'}
12,true,2003-06-06T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1471084603800410'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1471084603800410?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S1471-0846(03)80041-0,https://api.elsevier.com/content/article/pii/S1471084603800410,Guarantee of origin : A major break-through for the internal green enery market,,Refocus,4,2003-04-30,60,61,10.1016/S1471-0846(03)80041-0,False,S1471084603800410,
13,true,2004-07-28T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S014067010490464X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S014067010490464X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0140-6701(04)90464-X,https://api.elsevier.com/content/article/pii/S014067010490464X,"04/01638 Power system reliability evaluation using learning vector quantization and Monte Carlo simulation: Luo, X. <ce:italic>et al. Electric Power Systems Research</ce:italic>, 2003, 66, (2), 163–169",,Fuel and Energy Abstracts,45,2004-05-31,221,,10.1016/S0140-6701(04)90464-X,False,S014067010490464X,
14,true,1998-03-26T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0009261496014820'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0009261496014820?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0009-2614(96)01482-0,https://api.elsevier.com/content/article/pii/S0009261496014820,An improved transition matrix for variational quantum Monte Carlo,Massimo Mella,Chemical Physics Letters,265,1997-02-07,467,472,10.1016/S0009-2614(96)01482-0,False,S0009261496014820,"{'author': [{'$': 'Massimo Mella'}, {'$': 'Arne Lüchow'}, {'$': 'James B. Anderson'}]}"
15,true,2001-08-29T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0255270187870010'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0255270187870010?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0255-2701(87)87001-0,https://api.elsevier.com/content/article/pii/0255270187870010,Energy conservation in regenerated chemical absorption processes,Rodney E Thompson,Chemical Engineering and Processing: Process Intensification,21,1987-04-30,115,129,10.1016/0255-2701(87)87001-0,False,0255270187870010,"{'author': [{'$': 'Rodney E Thompson'}, {'$': 'C. Judson King'}]}"
16,true,2018-06-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0959652618317682'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0959652618317682?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jclepro.2018.06.118,https://api.elsevier.com/content/article/pii/S0959652618317682,"Circular economy scientific knowledge in the European Union and China: A bibliometric, network and survey analysis (2006–2016)",Serdar Türkeli,Journal of Cleaner Production,197,2018-10-01,1244,1261,10.1016/j.jclepro.2018.06.118,False,S0959652618317682,"{'author': [{'$': 'Serdar Türkeli'}, {'$': 'René Kemp'}, {'$': 'Will McDowall'}]}"
17,true,2019-01-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1876610218312128'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1876610218312128?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egypro.2018.11.242,https://api.elsevier.com/content/article/pii/S1876610218312128,Combustion Characteristics of Various Octane Rating Fuels for Automotive Thermal Engines Efficiency Requirements,Adnan Kadhim Rashid,Energy Procedia,157,2019-01-31,763,772,10.1016/j.egypro.2018.11.242,True,S1876610218312128,"{'author': [{'$': 'Adnan Kadhim Rashid'}, {'$': 'Mohd Radzi Abu Mansor'}, {'$': 'Radu Chiriac'}]}"
18,true,2004-07-28T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0140670104904626'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0140670104904626?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0140-6701(04)90462-6,https://api.elsevier.com/content/article/pii/S0140670104904626,"04/01636 Parametric study of a corrosion model applied to lead-bismuth flow systems: Zhang, J. and Li, N. <ce:italic>Journal of Nuclear Materials</ce:italic>, 2003, 321, (2–3), 184–191",,Fuel and Energy Abstracts,45,2004-05-31,221,,10.1016/S0140-6701(04)90462-6,False,S0140670104904626,
