,@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:coverDate,prism:doi,openaccess,pii,authors,prism:volume,prism:startingPage,prism:endingPage
0,true,2021-01-28T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B978012819723300038X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B978012819723300038X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-819723-3.00038-X,https://api.elsevier.com/content/article/pii/B978012819723300038X,Supercapacitor: Evolution and Potential in Energy-Related Applications,Pin Jern Ker,Reference Module in Earth Systems and Environmental Sciences,2021-12-31,10.1016/B978-0-12-819723-3.00038-X,False,B978012819723300038X,"{'author': [{'$': 'Pin Jern Ker'}, {'$': 'Ahmed Ibrahim Ahmed Mohammed'}, {'$': 'Sieh Kiong Tiong'}]}",,,
1,true,2020-11-24T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0196890420310074'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0196890420310074?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enconman.2020.113475,https://api.elsevier.com/content/article/pii/S0196890420310074,Development and analysis of a polygenerational smart energy hub for sustainable communities,Ghassan Chehade,Energy Conversion and Management,2020-12-15,10.1016/j.enconman.2020.113475,False,S0196890420310074,"{'author': [{'$': 'Ghassan Chehade'}, {'$': 'Ibrahim Dincer'}]}",226,113475,
2,true,2020-05-11T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0196890420303654'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0196890420303654?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enconman.2020.112827,https://api.elsevier.com/content/article/pii/S0196890420303654,Mechanism and experimental validation of a thermochemical energy conversion process by utilization of biogas chemical energy,Bosheng Su,Energy Conversion and Management,2020-06-15,10.1016/j.enconman.2020.112827,False,S0196890420303654,"{'author': [{'$': 'Bosheng Su'}, {'$': 'Wei Han'}, {'$': 'Xiaodong Zhang'}]}",214,112827,
3,true,2020-08-18T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0142061519328777'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0142061519328777?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijepes.2020.106397,https://api.elsevier.com/content/article/pii/S0142061519328777,A bi-level model for optimal bidding of a multi-carrier technical virtual power plant in energy markets,Mehdi Foroughi,International Journal of Electrical Power & Energy Systems,2021-02-28,10.1016/j.ijepes.2020.106397,False,S0142061519328777,"{'author': [{'$': 'Mehdi Foroughi'}, {'$': 'Ali Pasban'}, {'$': 'Amir Fayaz-Heidari'}]}",125,106397,
4,true,2020-06-26T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0301421520303797'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0301421520303797?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enpol.2020.111646,https://api.elsevier.com/content/article/pii/S0301421520303797,Investment screening: Implications for the energy sector and energy security,Mikko Rajavuori,Energy Policy,2020-09-30,10.1016/j.enpol.2020.111646,True,S0301421520303797,"{'author': [{'$': 'Mikko Rajavuori'}, {'$': 'Kaisa Huhta'}]}",144,111646,
5,true,2020-09-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S001021802030359X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S001021802030359X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.combustflame.2020.08.036,https://api.elsevier.com/content/article/pii/S001021802030359X,Effect of 2-step energy release on direct detonation initiation by a point energy source in a rich H<ce:inf loc=post>2</ce:inf>–NO<ce:inf loc=post>2</ce:inf>/N<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>4</ce:inf> mixture,Mahdi Faghih,Combustion and Flame,2020-12-31,10.1016/j.combustflame.2020.08.036,False,S001021802030359X,"{'author': [{'$': 'Mahdi Faghih'}, {'$': 'Rémy Mével'}, {'$': 'Zheng Chen'}]}",222,317,325
6,true,2020-11-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0196890420311316'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0196890420311316?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enconman.2020.113603,https://api.elsevier.com/content/article/pii/S0196890420311316,"Energy, exergy and environmental-based design and multiobjective optimization of a novel solar-driven multi-generation system",Mert Colakoglu,Energy Conversion and Management,2021-01-01,10.1016/j.enconman.2020.113603,False,S0196890420311316,"{'author': [{'$': 'Mert Colakoglu'}, {'$': 'Ahmet Durmayaz'}]}",227,113603,
7,true,2019-12-18T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0038092X19312447'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0038092X19312447?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.solener.2019.12.030,https://api.elsevier.com/content/article/pii/S0038092X19312447,Thermal performance and energy characteristic analysis of multiple renewable energy complementary heat pump system,Zhang Dong,Solar Energy,2020-01-15,10.1016/j.solener.2019.12.030,False,S0038092X19312447,"{'author': [{'$': 'Zhang Dong'}, {'$': 'Li Bingyang'}, {'$': 'Li Jinping'}]}",196,287,294
8,true,2020-08-22T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0011916420300266'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0011916420300266?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.desal.2020.114541,https://api.elsevier.com/content/article/pii/S0011916420300266,Experimental investigation on dye wastewater treatment with reverse electrodialysis reactor powered by salinity gradient energy,Xu Shiming,Desalination,2020-12-01,10.1016/j.desal.2020.114541,False,S0011916420300266,"{'author': [{'$': 'Xu Shiming'}, {'$': 'Leng Qiang'}, {'$': 'Dong Fujiang'}]}",495,114541,
9,true,2020-04-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0360544220307593'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0360544220307593?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.energy.2020.117652,https://api.elsevier.com/content/article/pii/S0360544220307593,Analyzing the effects of uncertainties on the modelling of low-carbon energy system pathways,Sannamari Pilpola,Energy,2020-06-15,10.1016/j.energy.2020.117652,False,S0360544220307593,"{'author': [{'$': 'Sannamari Pilpola'}, {'$': 'Peter D. Lund'}]}",201,117652,
10,true,2020-12-01T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0038092X20311580'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0038092X20311580?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.solener.2020.11.011,https://api.elsevier.com/content/article/pii/S0038092X20311580,Analysis of thermocline thermal energy storage systems with generic initial condition algebraic model,Aristides M. Bonanos,Solar Energy,2021-01-01,10.1016/j.solener.2020.11.011,False,S0038092X20311580,"{'author': [{'$': 'Aristides M. Bonanos'}, {'$': 'Evgeny V. Votyakov'}]}",213,154,162
11,true,2020-09-26T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0011916420314417'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0011916420314417?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.desal.2020.114763,https://api.elsevier.com/content/article/pii/S0011916420314417,Using the potential of energy losses in gas pressure reduction stations for producing power and fresh water,Mahdi Deymi-Dashtebayaz,Desalination,2021-01-01,10.1016/j.desal.2020.114763,False,S0011916420314417,"{'author': [{'$': 'Mahdi Deymi-Dashtebayaz'}, {'$': 'Daryoush Dadpour'}, {'$': 'Javad Khadem'}]}",497,114763,
12,true,2020-04-04T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0196890420303265'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0196890420303265?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enconman.2020.112788,https://api.elsevier.com/content/article/pii/S0196890420303265,Research on the feasibility of compressed carbon dioxide energy storage system with underground sequestration in antiquated mine goaf,Zheng Cao,Energy Conversion and Management,2020-05-01,10.1016/j.enconman.2020.112788,False,S0196890420303265,"{'author': [{'$': 'Zheng Cao'}, {'$': 'Jianqiang Deng'}, {'$': 'Yang He'}]}",211,112788,
13,true,2020-10-24T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0306261920314756'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0306261920314756?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.apenergy.2020.116038,https://api.elsevier.com/content/article/pii/S0306261920314756,Energy planning of renewable applications in high-rise residential buildings integrating battery and hydrogen vehicle storage,Jia Liu,Applied Energy,2021-01-01,10.1016/j.apenergy.2020.116038,False,S0306261920314756,"{'author': [{'$': 'Jia Liu'}, {'$': 'Sunliang Cao'}, {'$': 'Jinqing Peng'}]}",281,116038,
14,true,2020-06-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0038092X20306605'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0038092X20306605?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.solener.2020.06.046,https://api.elsevier.com/content/article/pii/S0038092X20306605,Assessment and parametric analysis of solar trigeneration system integrating photovoltaic thermal collectors with thermal energy storage under time-of-use electricity pricing,Hongkai Chen,Solar Energy,2020-08-31,10.1016/j.solener.2020.06.046,False,S0038092X20306605,"{'author': [{'$': 'Hongkai Chen'}, {'$': 'Zeyu Li'}, {'$': 'Yongrui Xu'}]}",206,875,899
15,true,2020-05-06T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0048969720326140'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0048969720326140?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.scitotenv.2020.139097,https://api.elsevier.com/content/article/pii/S0048969720326140,An embodied energy perspective of urban economy: A three-scale analysis for Beijing 2002–2012 with headquarter effect,Yilin Li,Science of The Total Environment,2020-08-25,10.1016/j.scitotenv.2020.139097,False,S0048969720326140,"{'author': [{'$': 'Yilin Li'}, {'$': 'Bin Chen'}, {'$': 'Tasawar Hayat'}]}",732,139097,
16,true,2020-08-26T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780128197271000194'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780128197271000194?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-819727-1.00019-4,https://api.elsevier.com/content/article/pii/B9780128197271000194,Environmental Issues and Social Issues With Renewable Energy,Sema Z. Baykara,Reference Module in Earth Systems and Environmental Sciences,2020-12-31,10.1016/B978-0-12-819727-1.00019-4,False,B9780128197271000194,"{'author': [{'$': 'Sema Z. Baykara'}, {'$': 'Halit Eren Figen'}, {'$': 'Meltem Karaismailoglu'}]}",,,
17,true,2020-10-29T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0142061520329847'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0142061520329847?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijepes.2020.106523,https://api.elsevier.com/content/article/pii/S0142061520329847,Synergy planning for integrated energy stations and pipe networks based on station network interactions,Hong Liu,International Journal of Electrical Power & Energy Systems,2021-02-28,10.1016/j.ijepes.2020.106523,False,S0142061520329847,"{'author': [{'$': 'Hong Liu'}, {'$': 'Chao Xiang'}, {'$': 'Jifeng Li'}]}",125,106523,
18,true,2020-07-07T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0301679X20303649'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0301679X20303649?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.triboint.2020.106532,https://api.elsevier.com/content/article/pii/S0301679X20303649,Thermal activation Eyring energy approach to characterise the dependence of nanoscale friction on the surface roughness,J. Umer,Tribology International,2020-11-30,10.1016/j.triboint.2020.106532,False,S0301679X20303649,"{'author': [{'$': 'J. Umer'}, {'$': 'F. Saleem'}, {'$': 'M. Mohammadpour'}]}",151,106532,
19,true,2020-02-24T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0301421520300069'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0301421520300069?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enpol.2020.111244,https://api.elsevier.com/content/article/pii/S0301421520300069,Analysis and prediction of industrial energy conservation in underdeveloped regions of China using a data pre-processing grey model,Hua Guo,Energy Policy,2020-04-30,10.1016/j.enpol.2020.111244,False,S0301421520300069,"{'author': [{'$': 'Hua Guo'}, {'$': 'Shengxiang Deng'}, {'$': 'Changda Nie'}]}",139,111244,
20,true,2020-04-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0196890420304064'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0196890420304064?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enconman.2020.112868,https://api.elsevier.com/content/article/pii/S0196890420304064,Techno-economic design optimization of hybrid renewable energy applications for high-rise residential buildings,Jia Liu,Energy Conversion and Management,2020-06-01,10.1016/j.enconman.2020.112868,False,S0196890420304064,"{'author': [{'$': 'Jia Liu'}, {'$': 'Meng Wang'}, {'$': 'Hongxing Yang'}]}",213,112868,
21,true,2020-05-15T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0038092X20305132'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0038092X20305132?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.solener.2020.05.024,https://api.elsevier.com/content/article/pii/S0038092X20305132,Experimental investigation of heat transfer and fluid flow behavior of packed bed solar thermal energy storage system having spheres as packing element with pores,Abhishek Gautam,Solar Energy,2020-07-01,10.1016/j.solener.2020.05.024,False,S0038092X20305132,"{'author': [{'$': 'Abhishek Gautam'}, {'$': 'R. P. Saini'}]}",204,530,541
22,true,2019-10-12T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0196890419311628'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0196890419311628?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enconman.2019.112156,https://api.elsevier.com/content/article/pii/S0196890419311628,Daily-seasonal operation in net-zero energy building powered by hybrid renewable energies and hydrogen storage systems,Hasan Mehrjerdi,Energy Conversion and Management,2019-12-01,10.1016/j.enconman.2019.112156,False,S0196890419311628,"{'author': [{'$': 'Hasan Mehrjerdi'}, {'$': 'Atif Iqbal'}, {'$': 'Jose Rueda Torres'}]}",201,112156,
23,true,2021-01-29T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780128216026000018'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780128216026000018?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-821602-6.00001-8,https://api.elsevier.com/content/article/pii/B9780128216026000018,Chapter 1: Applications of renewable energy sources,Mamdouh El Haj Assad,Design and Performance Optimization of Renewable Energy Systems,2021-12-31,10.1016/B978-0-12-821602-6.00001-8,False,B9780128216026000018,"{'author': [{'$': 'Mamdouh El Haj Assad'}, {'$': 'Mohammad Alhuyi Nazari'}, {'$': 'Marc A. Rosen'}]}",,1,15
24,true,2020-10-10T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0306261920313659'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0306261920313659?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.apenergy.2020.115897,https://api.elsevier.com/content/article/pii/S0306261920313659,Capacity and energy sharing platform with hybrid energy storage system: An example of hospitality industry,Lingling Sun,Applied Energy,2020-12-15,10.1016/j.apenergy.2020.115897,False,S0306261920313659,"{'author': [{'$': 'Lingling Sun'}, {'$': 'Jing Qiu'}, {'$': 'Zhao Yang Dong'}]}",280,115897,
0,true,2020-09-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0038092X20309890'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0038092X20309890?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.solener.2020.09.035,https://api.elsevier.com/content/article/pii/S0038092X20309890,Carbon dioxide hydrates for cold thermal energy storage: A review,Xiaolin Wang,Solar Energy,2020-11-15,10.1016/j.solener.2020.09.035,False,S0038092X20309890,"{'author': [{'$': 'Xiaolin Wang'}, {'$': 'Fengyuan Zhang'}, {'$': 'Wojciech Lipiński'}]}",211,11,30
1,true,2019-12-26T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0010465519304370'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0010465519304370?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.cpc.2019.107130,https://api.elsevier.com/content/article/pii/S0010465519304370,"CALANIE: Anisotropic elastic correction to the total energy, to mitigate the effect of periodic boundary conditions",Pui-Wai Ma,Computer Physics Communications,2020-07-31,10.1016/j.cpc.2019.107130,False,S0010465519304370,"{'author': [{'$': 'Pui-Wai Ma'}, {'$': 'S. L. Dudarev'}]}",252,107130,
2,true,2021-01-29T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780128228975000122'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780128228975000122?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-822897-5.00012-2,https://api.elsevier.com/content/article/pii/B9780128228975000122,12: Public acceptance of renewable energy sources,Zoe Gareiou,Low Carbon Energy Technologies in Sustainable Energy Systems,2021-12-31,10.1016/B978-0-12-822897-5.00012-2,False,B9780128228975000122,"{'author': [{'$': 'Zoe Gareiou'}, {'$': 'Efi Drimili'}, {'$': 'Efthimios Zervas'}]}",,309,327
3,true,2020-10-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0017931020334591'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0017931020334591?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijheatmasstransfer.2020.120523,https://api.elsevier.com/content/article/pii/S0017931020334591,A study on energy and fluid flows for a novel photoelectrochemical reactor developed for hydrogen production,Ali M. M. I. Qureshy,International Journal of Heat and Mass Transfer,2020-12-31,10.1016/j.ijheatmasstransfer.2020.120523,False,S0017931020334591,"{'author': [{'$': 'Ali M. M. I. Qureshy'}, {'$': 'Ibrahim Dincer'}]}",163,120523,
4,true,2020-08-03T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0022460X20304478'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0022460X20304478?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jsv.2020.115616,https://api.elsevier.com/content/article/pii/S0022460X20304478,Wind energy harvesting from a conventional turbine structure with an embedded vibro-impact dielectric elastomer generator,C. L. Zhang,Journal of Sound and Vibration,2020-11-24,10.1016/j.jsv.2020.115616,False,S0022460X20304478,"{'author': [{'$': 'C. L. Zhang'}, {'$': 'Z. H. Lai'}, {'$': 'D. Yurchenko'}]}",487,115616,
5,true,2020-11-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0301421520306522'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0301421520306522?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enpol.2020.111941,https://api.elsevier.com/content/article/pii/S0301421520306522,Energy price reform in Saudi Arabia: Modeling the economic and environmental impacts and understanding the demand response,Mohammad Aldubyan,Energy Policy,2021-01-31,10.1016/j.enpol.2020.111941,True,S0301421520306522,"{'author': [{'$': 'Mohammad Aldubyan'}, {'$': 'Anwar Gasim'}]}",148,111941,
6,true,2020-11-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780128197233000172'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780128197233000172?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-819723-3.00017-2,https://api.elsevier.com/content/article/pii/B9780128197233000172,The Role of Thermal Energy Storage in the Energy System,Luisa F. Cabeza,Reference Module in Earth Systems and Environmental Sciences,2020-12-31,10.1016/B978-0-12-819723-3.00017-2,False,B9780128197233000172,"{'author': [{'$': 'Luisa F. Cabeza'}, {'$': 'Valeria Palomba'}]}",,,
7,true,2019-02-22T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0301421519301041'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0301421519301041?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enpol.2019.02.022,https://api.elsevier.com/content/article/pii/S0301421519301041,How to conceptualise energy law and policy for an interdisciplinary audience: The case of post-Brexit UK,Paul Cairney,Energy Policy,2019-06-30,10.1016/j.enpol.2019.02.022,True,S0301421519301041,"{'author': [{'$': 'Paul Cairney'}, {'$': 'Aileen McHarg'}, {'$': 'Karen Turner'}]}",129,459,466
8,true,2020-08-10T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0010854520302253'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0010854520302253?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ccr.2020.213521,https://api.elsevier.com/content/article/pii/S0010854520302253,Pathways towards high energy aqueous rechargeable batteries,Dan Yang,Coordination Chemistry Reviews,2020-12-01,10.1016/j.ccr.2020.213521,False,S0010854520302253,"{'author': [{'$': 'Dan Yang'}, {'$': 'Yanping Zhou'}, {'$': 'Qingyu Yan'}]}",424,213521,
9,true,2020-10-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780081028025000030'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780081028025000030?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-08-102802-5.00003-0,https://api.elsevier.com/content/article/pii/B9780081028025000030,3: Harvesting thermal energy with ferroelectric materials,Ravi Anant Kishore,Ferroelectric Materials for Energy Harvesting and Storage,2021-12-31,10.1016/B978-0-08-102802-5.00003-0,False,B9780081028025000030,{'author': 'Ravi Anant Kishore'},,85,106
10,true,2020-12-15T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S001191642031568X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S001191642031568X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.desal.2020.114890,https://api.elsevier.com/content/article/pii/S001191642031568X,Energy and exergy analysis of a spray-evaporation multi-effect distillation desalination system,Penghua Guo,Desalination,2021-03-15,10.1016/j.desal.2020.114890,False,S001191642031568X,"{'author': [{'$': 'Penghua Guo'}, {'$': 'Tiantian Li'}, {'$': 'Jingyin Li'}]}",500,114890,
11,true,2020-11-27T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780128238103000224'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780128238103000224?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-823810-3.00022-4,https://api.elsevier.com/content/article/pii/B9780128238103000224,Chapter 21: Energy communities and flexible demand,David Robinson,"Variable Generation, Flexible Demand",2021-12-31,10.1016/B978-0-12-823810-3.00022-4,False,B9780128238103000224,{'author': 'David Robinson'},,477,500
12,true,2020-05-15T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0140988320301237'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0140988320301237?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.eneco.2020.104783,https://api.elsevier.com/content/article/pii/S0140988320301237,Estimating the cost of capital for renewable energy projects,Bjarne Steffen,Energy Economics,2020-05-31,10.1016/j.eneco.2020.104783,True,S0140988320301237,{'author': 'Bjarne Steffen'},88,104783,
13,true,2020-11-06T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780128205921000117'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780128205921000117?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-820592-1.00011-7,https://api.elsevier.com/content/article/pii/B9780128205921000117,11: Energy service markets: status quo and development,Marc Ringel,Energy Services Fundamentals and Financing,2021-12-31,10.1016/B978-0-12-820592-1.00011-7,False,B9780128205921000117,{'author': 'Marc Ringel'},,251,275
