,@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:coverDate,prism:doi,openaccess,pii,authors,prism:volume,prism:startingPage,prism:endingPage
1,true,2000-02-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/037026939401525H'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/037026939401525H?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0370-2693(94)01525-H,https://api.elsevier.com/content/article/pii/037026939401525H,<ce:italic>R</ce:italic><ce:inf loc=post><ce:italic>e</ce:italic><ce:sup loc=post>+</ce:sup><ce:italic>e</ce:italic><ce:sup loc=post>−</ce:sup></ce:inf> at low energies in variational perturbation theory,I. L Solovtsov,Physics Letters B,1995-01-26,10.1016/0370-2693(94)01525-H,False,037026939401525H,"{'author': [{'$': 'I. L Solovtsov'}, {'$': 'O. P Solovtsova'}]}",344,377,382
2,true,2002-02-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/000926149285817T'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/000926149285817T?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0009-2614(92)85817-T,https://api.elsevier.com/content/article/pii/000926149285817T,Activation energies of charge transport in doubly-doped polymers: polarons and disorder,L. Th. Pautmeier,Chemical Physics Letters,1992-09-25,10.1016/0009-2614(92)85817-T,False,000926149285817T,"{'author': [{'$': 'L. Th. Pautmeier'}, {'$': 'J. C. Scott'}, {'$': 'L. B. Schein'}]}",197,568,572
3,true,2003-04-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0925963594902453'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0925963594902453?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0925-9635(94)90245-3,https://api.elsevier.com/content/article/pii/0925963594902453,Low energy ion-induced damage of polycrystalline diamond films,J. Ullmann,Diamond and Related Materials,1994-04-30,10.1016/0925-9635(94)90245-3,False,0925963594902453,"{'author': [{'$': 'J. Ullmann'}, {'$': 'A. Weber'}, {'$': 'T. Schuhrke'}]}",3,663,671
4,true,1998-12-09T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0009261496008998'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0009261496008998?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0009-2614(96)00899-8,https://api.elsevier.com/content/article/pii/0009261496008998,The total atomization energy and heat of formation of HCN(g),Jan M. L. Martin,Chemical Physics Letters,1996-09-13,10.1016/0009-2614(96)00899-8,False,0009261496008998,{'author': 'Jan M. L. Martin'},259,679,682
5,true,2000-04-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0038109895003290'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0038109895003290?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0038-1098(95)00329-0,https://api.elsevier.com/content/article/pii/0038109895003290,Correlation energy of the electron gas at high density: Valley degeneracy and dimensionality,A. Gold,Solid State Communications,1995-10-31,10.1016/0038-1098(95)00329-0,False,0038109895003290,"{'author': [{'$': 'A. Gold'}, {'$': 'L. Calmels'}]}",96,101,106
6,true,2004-01-20T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0140670103921503'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0140670103921503?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0140-6701(03)92150-3,https://api.elsevier.com/content/article/pii/S0140670103921503,"03/02034 Device simulation and modeling of microcrystalline silicon solar cells: Takakura, H. and Hamakawa, Y. <ce:italic>Solar Energy Materials and Solar Cells</ce:italic>, 2002, 74, (1–4), 479–487",,Fuel and Energy Abstracts,2003-09-30,10.1016/S0140-6701(03)92150-3,False,S0140670103921503,,44,337,
7,true,2003-08-07T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0038092X9190031Q'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0038092X9190031Q?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0038-092X(91)90031-Q,https://api.elsevier.com/content/article/pii/0038092X9190031Q,Aqueous propylene-glycol concentrations for the freeze protection of thermosyphon solar energy water heaters,B. Norton,Solar Energy,1991-12-31,10.1016/0038-092X(91)90031-Q,False,0038092X9190031Q,"{'author': [{'$': 'B. Norton'}, {'$': 'J. E. J. Edmonds'}]}",47,375,382
8,true,2002-10-29T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0168583X9295864N'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0168583X9295864N?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0168-583X(92)95864-N,https://api.elsevier.com/content/article/pii/0168583X9295864N,Internal and translational energy of sputtered silver dimers: a molecular dynamics study,A. Wucher,Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,1992-04-01,10.1016/0168-583X(92)95864-N,False,0168583X9295864N,"{'author': [{'$': 'A. Wucher'}, {'$': 'B. J. Garrison'}]}",67,518,522
9,true,1999-02-22T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0020740395000844'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0020740395000844?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0020-7403(95)00084-4,https://api.elsevier.com/content/article/pii/0020740395000844,An analysis of external spline gear forming by an upper bound energy method,Naunit R. Chitkara,International Journal of Mechanical Sciences,1996-07-31,10.1016/0020-7403(95)00084-4,False,0020740395000844,"{'author': [{'$': 'Naunit R. Chitkara'}, {'$': 'Yohngjo Kim'}]}",38,777,789
10,true,2002-10-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/016890029390054L'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/016890029390054L?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0168-9002(93)90054-L,https://api.elsevier.com/content/article/pii/016890029390054L,FEL application to energy transport,K. Imasaki,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",1993-07-01,10.1016/0168-9002(93)90054-L,False,016890029390054L,"{'author': [{'$': 'K. Imasaki'}, {'$': 'C. Yamanaka'}]}",331,257,259
11,true,2002-09-18T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0167273894902038'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0167273894902038?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0167-2738(94)90203-8,https://api.elsevier.com/content/article/pii/0167273894902038,Estimation of energies of Ag<ce:sup loc=post>+</ce:sup> ion formation and migration using transient ionic current (TIC) technique,R. C Agrawal,Solid State Ionics,1994-12-15,10.1016/0167-2738(94)90203-8,False,0167273894902038,"{'author': [{'$': 'R. C Agrawal'}, {'$': 'K Kathal'}, {'$': 'R. K Gupta'}]}",74,137,140
12,true,2002-09-06T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0039602894900590'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0039602894900590?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0039-6028(94)90059-0,https://api.elsevier.com/content/article/pii/0039602894900590,"Investigations of Pd clusters by the combined use of HREM, STM, high-energy spectroscopies and tunneling conductance measurements",Hemantkumar N. Aiyer,Surface Science,1994-07-01,10.1016/0039-6028(94)90059-0,False,0039602894900590,"{'author': [{'$': 'Hemantkumar N. Aiyer'}, {'$': 'V. Vijayakrishnan'}, {'$': 'C. N. R. Rao'}]}",313,392,398
13,true,2002-10-29T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0168583X94954747'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0168583X94954747?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0168-583X(94)95474-7,https://api.elsevier.com/content/article/pii/0168583X94954747,Influence of high energy electron irradiation on the interface states of the Si-SiO<ce:inf loc=post>2</ce:inf> system,S. Kaschieva,Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,1994-08-31,10.1016/0168-583X(94)95474-7,False,0168583X94954747,{'author': 'S. Kaschieva'},93,274,276
14,true,1999-11-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0038109895006206'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0038109895006206?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0038-1098(95)00620-6,https://api.elsevier.com/content/article/pii/0038109895006206,A feature near the Fermi energy in metallic nanotubules,H. Yorikawa,Solid State Communications,1996-01-31,10.1016/0038-1098(95)00620-6,False,0038109895006206,"{'author': [{'$': 'H. Yorikawa'}, {'$': 'S. Muramatsu'}]}",97,115,118
15,true,2003-02-13T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0031938494902623'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0031938494902623?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0031-9384(94)90262-3,https://api.elsevier.com/content/article/pii/0031938494902623,Effect of a cafeteria diet on energy intake and balance in Wistar rats,Montserrat Esteve,Physiology & Behavior,1994-07-31,10.1016/0031-9384(94)90262-3,False,0031938494902623,"{'author': [{'$': 'Montserrat Esteve'}, {'$': 'Immaculada Rafecas'}, {'$': 'Marià Alemany'}]}",56,65,71
16,true,2000-07-24T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/092056329500479S'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/092056329500479S?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0920-5632(95)00479-S,https://api.elsevier.com/content/article/pii/092056329500479S,High energy particles from active galactic nuclei,R. J. Protheroe,Nuclear Physics B - Proceedings Supplements,1995-06-30,10.1016/0920-5632(95)00479-S,False,092056329500479S,{'author': 'R. J. Protheroe'},43,229,236
17,true,2004-07-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0039602893907353'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0039602893907353?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0039-6028(93)90735-3,https://api.elsevier.com/content/article/pii/0039602893907353,Sputtering of Al surface with very-low-energy ions,Okada Michio,Surface Science,1993-05-10,10.1016/0039-6028(93)90735-3,False,0039602893907353,"{'author': [{'$': 'Okada Michio'}, {'$': 'Murata Yoshitada'}]}",287–288,21,24
18,true,2003-02-24T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0375650592900277'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0375650592900277?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0375-6505(92)90027-7,https://api.elsevier.com/content/article/pii/0375650592900277,Utilization of geothermal energy for drying fish products,Sigurjón Arason,Geothermics,1992-12-31,10.1016/0375-6505(92)90027-7,False,0375650592900277,"{'author': [{'$': 'Sigurjón Arason'}, {'$': 'Hannes Árnason'}]}",21,745,757
19,true,2002-10-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0168583X9395541C'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0168583X9395541C?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0168-583X(93)95541-C,https://api.elsevier.com/content/article/pii/0168583X9395541C,Applications of energy loss contrast STIM,G. Bench,Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,1993-05-01,10.1016/0168-583X(93)95541-C,False,0168583X9395541C,"{'author': [{'$': 'G. Bench'}, {'$': 'A. Saint'}, {'$': 'M. Cholewa'}]}",77,175,183
20,true,2002-01-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/104403059287085D'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/104403059287085D?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/1044-0305(92)87085-D,https://api.elsevier.com/content/article/pii/104403059287085D,Probing trapped ion energies via ion-molecule reaction kinetics: fourier transform ion cyclotron resonance mass spectrometry,James E. Bruce,Journal of the American Society for Mass Spectrometry,1992-10-31,10.1016/1044-0305(92)87085-D,True,104403059287085D,"{'author': [{'$': 'James E. Bruce'}, {'$': 'John R. Eyler'}]}",3,727,733
21,true,2003-06-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/030142159090080N'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/030142159090080N?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0301-4215(90)90080-N,https://api.elsevier.com/content/article/pii/030142159090080N,Delinking of energy consumption and economic growth The German experience,Ulf Hansen,Energy Policy,1990-09-30,10.1016/0301-4215(90)90080-N,False,030142159090080N,{'author': 'Ulf Hansen'},18,631,640
22,true,2000-03-29T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0079681695934327'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0079681695934327?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0079-6816(95)93432-7,https://api.elsevier.com/content/article/pii/0079681695934327,Simple theories for simple metals: Face-dependent surface energies and work functions,John P. Perdew,Progress in Surface Science,1995-04-30,10.1016/0079-6816(95)93432-7,False,0079681695934327,{'author': 'John P. Perdew'},48,245,259
23,true,2002-11-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/088328899290033B'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/088328899290033B?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0883-2889(92)90033-B,https://api.elsevier.com/content/article/pii/088328899290033B,Photo-emission from excited CF<ce:inf loc=post>2</ce:inf> radical by high energy electron irradiation of chlorofluorocarbons,Iwao Fujita,International Journal of Radiation Applications and Instrumentation. Part A. Applied Radiation and Isotopes,1992-05-31,10.1016/0883-2889(92)90033-B,False,088328899290033B,"{'author': [{'$': 'Iwao Fujita'}, {'$': 'Koji Matsuda'}, {'$': 'Motoyoshi Hatada'}]}",43,641,645
24,true,2001-11-26T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/016612809387191F'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/016612809387191F?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0166-1280(93)87191-F,https://api.elsevier.com/content/article/pii/016612809387191F,Calculation of charge transfer energies and ionization potentials of MoS<ce:inf loc=post>4</ce:inf><ce:sup loc=post>2−</ce:sup> and WS<ce:inf loc=post>4</ce:inf><ce:sup loc=post>2−</ce:sup> complexes using the multiple scattering Xα method,V. Subramanian,Journal of Molecular Structure: THEOCHEM,1993-08-31,10.1016/0166-1280(93)87191-F,False,016612809387191F,"{'author': [{'$': 'V. Subramanian'}, {'$': 'M. Vijayakumar'}, {'$': 'T. Ramasami'}]}",284,157,162
0,true,2000-03-07T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0920563295000222'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0920563295000222?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0920-5632(95)00022-2,https://api.elsevier.com/content/article/pii/0920563295000222,Very high energy gamma-ray astronomy and the origin of cosmic rays,F. A. Aharonian,Nuclear Physics B - Proceedings Supplements,1995-02-28,10.1016/0920-5632(95)00022-2,False,0920563295000222,{'author': 'F. A. Aharonian'},39,193,206
1,true,2000-03-29T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0079681695934327'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0079681695934327?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0079-6816(95)93432-7,https://api.elsevier.com/content/article/pii/0079681695934327,Simple theories for simple metals: Face-dependent surface energies and work functions,John P. Perdew,Progress in Surface Science,1995-04-30,10.1016/0079-6816(95)93432-7,False,0079681695934327,{'author': 'John P. Perdew'},48,245,259
2,true,2002-09-05T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/004060909290755Z'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/004060909290755Z?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0040-6090(92)90755-Z,https://api.elsevier.com/content/article/pii/004060909290755Z,Energy considerations for preparing thin films by ion beam deposition,Arvind Jain,Thin Solid Films,1992-10-30,10.1016/0040-6090(92)90755-Z,False,004060909290755Z,{'author': 'Arvind Jain'},219,266,269
3,true,2002-10-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0168583X94958610'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0168583X94958610?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0168-583X(94)95861-0,https://api.elsevier.com/content/article/pii/0168583X94958610,Azimuth-energy anisotropy of Ar ions scattered from a Ni(111) surface,S. Tzanev,Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,1994-03-02,10.1016/0168-583X(94)95861-0,False,0168583X94958610,"{'author': [{'$': 'S. Tzanev'}, {'$': 'I. Neshev'}, {'$': 'D. Karpuzov'}]}",85,443,447
4,true,2002-01-10T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/000926149385691G'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/000926149385691G?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0009-2614(93)85691-G,https://api.elsevier.com/content/article/pii/000926149385691G,Configuration interaction study of the potential energy surface of the three lowest singlet A′ and A″ states of HCP,A. B. Sannigrahi,Chemical Physics Letters,1993-11-19,10.1016/0009-2614(93)85691-G,False,000926149385691G,"{'author': [{'$': 'A. B. Sannigrahi'}, {'$': 'F. Grein'}]}",214,609,614
5,true,2003-03-27T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0025326X94906459'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0025326X94906459?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0025-326X(94)90645-9,https://api.elsevier.com/content/article/pii/0025326X94906459,Natural gas hydrates: Energy for the future,Malcolm Kelland,Marine Pollution Bulletin,1994-12-31,10.1016/0025-326X(94)90645-9,False,0025326X94906459,{'author': 'Malcolm Kelland'},29,307,311
6,true,2002-04-10T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0140988386900344'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0140988386900344?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0140-9883(86)90034-4,https://api.elsevier.com/content/article/pii/0140988386900344,Integration of an economic input-output model and a linear programming technological model for energy systems analysis,D. E. James,Energy Economics,1986-04-30,10.1016/0140-9883(86)90034-4,False,0140988386900344,"{'author': [{'$': 'D. E. James'}, {'$': 'A. R. deL. Musgrove'}, {'$': 'K. J. Stocks'}]}",8,99,112
7,true,2003-01-13T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0301010494002371'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0301010494002371?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0301-0104(94)00237-1,https://api.elsevier.com/content/article/pii/0301010494002371,A note on dissociative photoionization of neopentane in the 10–30 e V photon energy range,C. Cauletti,Chemical Physics,1994-11-01,10.1016/0301-0104(94)00237-1,False,0301010494002371,"{'author': [{'$': 'C. Cauletti'}, {'$': 'E. Rachlew-Källne'}, {'$': 'M. Kirm'}]}",188,387,393
8,true,2002-10-28T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0168583X94962936'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0168583X94962936?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0168-583X(94)96293-6,https://api.elsevier.com/content/article/pii/0168583X94962936,Molecular dynamics simulation of non-equilibrium low energy (1–100 eV) ion beam deposition processes,Ohashi Tetsuya,Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,1994-06-01,10.1016/0168-583X(94)96293-6,False,0168583X94962936,"{'author': [{'$': 'Ohashi Tetsuya'}, {'$': 'Miyake Kiyoshi'}, {'$': 'Ohashi Kenya'}]}",91,593,596
9,true,2003-03-10T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0006899393906638'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0006899393906638?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0006-8993(93)90663-8,https://api.elsevier.com/content/article/pii/0006899393906638,Glucagon and the paraventricular hypothalamus: modulation of energy balance,Dale M. Atrens,Brain Research,1993-12-10,10.1016/0006-8993(93)90663-8,False,0006899393906638,"{'author': [{'$': 'Dale M. Atrens'}, {'$': 'JoséA. Menéndez'}]}",630,245,251
10,true,2001-11-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/030101049287001P'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/030101049287001P?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0301-0104(92)87001-P,https://api.elsevier.com/content/article/pii/030101049287001P,O<ce:inf loc=post>2</ce:inf>H isomerization: potential energy surface topography and classical dynamical study,Christian Zuhrt,Chemical Physics,1992-10-01,10.1016/0301-0104(92)87001-P,False,030101049287001P,"{'author': [{'$': 'Christian Zuhrt'}, {'$': 'Lutz Zülicke'}, {'$': 'Xavier Chapuisat'}]}",166,1,18
11,true,2002-03-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/030439329290011P'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/030439329290011P?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0304-3932(92)90011-P,https://api.elsevier.com/content/article/pii/030439329290011P,The role of energy in real business cycle models,In-Moo Kim,Journal of Monetary Economics,1992-04-30,10.1016/0304-3932(92)90011-P,False,030439329290011P,"{'author': [{'$': 'In-Moo Kim'}, {'$': 'Prakash Loungani'}]}",29,173,189
12,true,2000-01-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/037596019500374C'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/037596019500374C?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0375-9601(95)00374-C,https://api.elsevier.com/content/article/pii/037596019500374C,Passage over a random energy barrier with dynamical disorder,Marcel Ovidiu Vlad,Physics Letters A,1995-07-31,10.1016/0375-9601(95)00374-C,False,037596019500374C,"{'author': [{'$': 'Marcel Ovidiu Vlad'}, {'$': 'Michael C. Mackey'}]}",203,292,299
13,true,2001-11-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/030101049380086O'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/030101049380086O?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0301-0104(93)80086-O,https://api.elsevier.com/content/article/pii/030101049380086O,Binding and isomerization energies for the Cu/CN and Cu(I)CN interactions,I. García Cuesta,Chemical Physics,1993-02-15,10.1016/0301-0104(93)80086-O,False,030101049380086O,"{'author': [{'$': 'I. García Cuesta'}, {'$': 'A. Sánchez de Merás'}, {'$': 'I. Nebot Gil'}]}",170,1,9
14,true,2003-08-05T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/019689049190082T'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/019689049190082T?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0196-8904(91)90082-T,https://api.elsevier.com/content/article/pii/019689049190082T,Industrial energy utilization patterns in a developing country: A case study of selected industries in Ethiopia,W. Wolde-Ghiorgis,Energy Conversion and Management,1991-12-31,10.1016/0196-8904(91)90082-T,False,019689049190082T,{'author': 'W. Wolde-Ghiorgis'},31,285,293
15,true,2003-06-26T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0301421594900485'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0301421594900485?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0301-4215(94)90048-5,https://api.elsevier.com/content/article/pii/0301421594900485,Energy needs and CO<ce:inf loc=post>2</ce:inf> emissions Constructing a formula for just distributions,Olav Benestad,Energy Policy,1994-09-30,10.1016/0301-4215(94)90048-5,False,0301421594900485,{'author': 'Olav Benestad'},22,725,734
